location,Geneva,Geneva,Geneva,Geneva,Geneva,Geneva,Geneva,Geneva,Geneva,Geneva,Geneva,Geneva,Geneva,Geneva,Geneva,Geneva,Geneva,Geneva,Geneva,Geneva,Geneva,Geneva,Geneva,Geneva,Geneva,Geneva,Geneva,Geneva,Geneva,Geneva,Geneva,Geneva,Geneva,Geneva,Geneva,Geneva,Geneva
lat,46.22217,46.22217,46.22217,46.22217,46.22217,46.22217,46.22217,46.22217,46.22217,46.22217,46.22217,46.22217,46.22217,46.22217,46.22217,46.22217,46.22217,46.22217,46.22217,46.22217,46.22217,46.22217,46.22217,46.22217,46.22217,46.22217,46.22217,46.22217,46.22217,46.22217,46.22217,46.22217,46.22217,46.22217,46.22217,46.22217,46.22217
lon,6.15116,6.15116,6.15116,6.15116,6.15116,6.15116,6.15116,6.15116,6.15116,6.15116,6.15116,6.15116,6.15116,6.15116,6.15116,6.15116,6.15116,6.15116,6.15116,6.15116,6.15116,6.15116,6.15116,6.15116,6.15116,6.15116,6.15116,6.15116,6.15116,6.15116,6.15116,6.15116,6.15116,6.15116,6.15116,6.15116,6.15116
asl,380.573,380.573,380.573,380.573,380.573,380.573,380.573,380.573,380.573,380.573,380.573,380.573,380.573,380.573,380.573,380.573,380.573,380.573,380.573,380.573,380.573,380.573,380.573,380.573,380.573,380.573,380.573,380.573,380.573,380.573,380.573,380.573,380.573,380.573,380.573,380.573,380.573
variable,Temperature,Relative Humidity,Mean Sea Level Pressure,Precipitation Total,Snowfall Amount,Cloud Cover Total,Cloud Cover High,Cloud Cover Medium,Cloud Cover Low,Sunshine Duration,Shortwave Radiation,Direct Shortwave Radiation,Diffuse Shortwave Radiation,Evapotranspiration,FAO Reference Evapotranspiration,CAPE,Wind Gust,Wind Speed,Wind Direction,Wind Speed,Wind Direction,Wind Speed,Wind Direction,Wind Speed,Wind Direction,Wind Speed,Wind Direction,Wind Speed,Wind Direction,Geopotential Height,Temperature,Temperature,Temperature,Temperature,Soil Temperature,Soil Moisture,Vapor Pressure Deficit
unit,°C,%,hPa,mm,cm,%,%,%,%,min,W/m²,W/m²,W/m²,mm,mm,J/kg,km/h,km/h,°,km/h,°,km/h,°,km/h,°,km/h,°,km/h,°,Gpm,°C,°C,°C,°C,°C,m³/m³,hPa
level,2 m elevation corrected,2 m,MSL,sfc,sfc,sfc,high cld lay,mid cld lay,low cld lay,sfc,sfc,sfc,sfc,sfc,2 m,180-0 mb above gnd,sfc,10 m,10 m,80 m,80 m,900 mb,900 mb,850 mb,850 mb,700 mb,700 mb,500 mb,500 mb,1000 mb,1000 mb,850 mb,700 mb,sfc,0-10 cm down,0-10 cm down,2 m
resolution,hourly,hourly,hourly,hourly,hourly,hourly,hourly,hourly,hourly,hourly,hourly,hourly,hourly,hourly,hourly,hourly,hourly,hourly,hourly,hourly,hourly,hourly,hourly,hourly,hourly,hourly,hourly,hourly,hourly,hourly,hourly,hourly,hourly,hourly,hourly,hourly,hourly
aggregation,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
timestamp,Geneva Temperature [2 m elevation corrected],Geneva Relative Humidity [2 m],Geneva Mean Sea Level Pressure [MSL],Geneva Precipitation Total,Geneva Snowfall Amount,Geneva Cloud Cover Total,Geneva Cloud Cover High [high cld lay],Geneva Cloud Cover Medium [mid cld lay],Geneva Cloud Cover Low [low cld lay],Geneva Sunshine Duration,Geneva Shortwave Radiation,Geneva Direct Shortwave Radiation,Geneva Diffuse Shortwave Radiation,Geneva Evapotranspiration,Geneva FAO Reference Evapotranspiration [2 m],Geneva CAPE [180-0 mb above gnd],Geneva Wind Gust,Geneva Wind Speed [10 m],Geneva Wind Direction [10 m],Geneva Wind Speed [80 m],Geneva Wind Direction [80 m],Geneva Wind Speed [900 mb],Geneva Wind Direction [900 mb],Geneva Wind Speed [850 mb],Geneva Wind Direction [850 mb],Geneva Wind Speed [700 mb],Geneva Wind Direction [700 mb],Geneva Wind Speed [500 mb],Geneva Wind Direction [500 mb],Geneva Geopotential Height [1000 mb],Geneva Temperature [1000 mb],Geneva Temperature [850 mb],Geneva Temperature [700 mb],Geneva Temperature,Geneva Soil Temperature [0-10 cm down],Geneva Soil Moisture [0-10 cm down],Geneva Vapor Pressure Deficit [2 m]
20200907T0000,15.673722,70.0,1018.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01872,0.0625054,2.0,27.0,21.94524,41.009094,32.886345,41.893967,41.89942,49.879257,29.6383,49.927094,9.47012,261.25385,45.31569,255.74298,157.0,17.46,7.16,-0.16,15.09,16.790009,0.225,5.385536
20200907T0100,15.173722,74.0,1018.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0144,0.047811706,0.0,25.919998,19.881649,42.06433,29.09103,40.985825,38.400375,51.088516,29.275326,45.4982,8.209263,254.74487,42.279697,254.18863,157.0,16.91,7.39,-0.17,14.52,16.110016,0.225,4.520213
20200907T0200,14.583722,77.0,1019.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01152,0.036455013,0.0,27.0,17.84816,41.729507,26.28,41.11209,37.97104,47.68976,31.060303,44.06079,4.896529,252.89728,38.941616,256.09222,163.0,16.55,7.22,-0.23,13.97,15.550018,0.225,3.8495817
20200907T0300,14.043722,81.0,1018.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00864,0.025922824,1.0,24.48,16.641972,38.853363,25.582806,39.2894,39.714382,45.734512,33.348125,45.437347,2.6208394,195.9454,35.728977,257.7843,157.0,16.1,6.94,-0.32,13.48,15.029999,0.224,3.07094
20200907T0400,13.993722,83.0,1017.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00576,0.024437077,15.0,24.84,18.161278,39.36931,29.96662,38.659805,41.82512,48.48932,36.147297,44.999985,2.6208394,164.0546,32.136932,260.32666,150.0,16.01,6.59,-0.47,13.25,14.610016,0.224,2.738783
20200907T0500,14.1837225,79.0,1018.1,0.0,0.0,13.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.00576,0.036122426,6.0,27.0,20.304129,37.07306,33.004364,39.245422,44.436306,49.600082,37.936897,46.153442,3.0547013,135.0,28.137634,266.3322,155.0,16.08,6.55,-0.61,13.17,14.330017,0.224,3.4251137
