location,Geneva,Geneva,Geneva,Geneva,Geneva,Geneva,Geneva,Geneva,Geneva,Geneva,Geneva,Geneva,Geneva,Geneva,Geneva,Geneva,Geneva,Geneva,Geneva,Geneva,Geneva,Geneva,Geneva,Geneva,Geneva,Geneva,Geneva,Geneva,Geneva,Geneva,Geneva,Geneva,Geneva,Geneva,Geneva,Geneva,Geneva
lat,46.22217,46.22217,46.22217,46.22217,46.22217,46.22217,46.22217,46.22217,46.22217,46.22217,46.22217,46.22217,46.22217,46.22217,46.22217,46.22217,46.22217,46.22217,46.22217,46.22217,46.22217,46.22217,46.22217,46.22217,46.22217,46.22217,46.22217,46.22217,46.22217,46.22217,46.22217,46.22217,46.22217,46.22217,46.22217,46.22217,46.22217
lon,6.15116,6.15116,6.15116,6.15116,6.15116,6.15116,6.15116,6.15116,6.15116,6.15116,6.15116,6.15116,6.15116,6.15116,6.15116,6.15116,6.15116,6.15116,6.15116,6.15116,6.15116,6.15116,6.15116,6.15116,6.15116,6.15116,6.15116,6.15116,6.15116,6.15116,6.15116,6.15116,6.15116,6.15116,6.15116,6.15116,6.15116
asl,380.573,380.573,380.573,380.573,380.573,380.573,380.573,380.573,380.573,380.573,380.573,380.573,380.573,380.573,380.573,380.573,380.573,380.573,380.573,380.573,380.573,380.573,380.573,380.573,380.573,380.573,380.573,380.573,380.573,380.573,380.573,380.573,380.573,380.573,380.573,380.573,380.573
variable,Temperature,Temperature,Temperature,Temperature,Precipitation Total,Snowfall Amount,Relative Humidity,Wind Speed,Wind Direction,Wind Speed,Wind Direction,Wind Gust,Wind Speed,Wind Direction,Wind Speed,Wind Direction,Wind Speed,Wind Direction,Wind Speed,Wind Direction,Cloud Cover Total,Cloud Cover High,Cloud Cover Medium,Cloud Cover Low,CAPE,Sunshine Duration,Shortwave Radiation,Direct Shortwave Radiation,Diffuse Shortwave Radiation,Mean Sea Level Pressure,Geopotential Height,Evapotranspiration,FAO Reference Evapotranspiration,Temperature,Soil Temperature,Soil Moisture,Vapor Pressure Deficit
unit,°C,°C,°C,°C,mm,cm,%,km/h,°,km/h,°,km/h,km/h,°,km/h,°,km/h,°,km/h,°,%,%,%,%,J/kg,min,W/m²,W/m²,W/m²,hPa,Gpm,mm,mm,°C,°C,m³/m³,hPa
level,2 m elevation corrected,1000 mb,850 mb,700 mb,sfc,sfc,2 m,10 m,10 m,80 m,80 m,sfc,900 mb,900 mb,850 mb,850 mb,700 mb,700 mb,500 mb,500 mb,sfc,high cld lay,mid cld lay,low cld lay,180-0 mb above gnd,sfc,sfc,sfc,sfc,MSL,1000 mb,sfc,2 m,sfc,0-10 cm down,0-10 cm down,2 m
resolution,hourly,hourly,hourly,hourly,hourly,hourly,hourly,hourly,hourly,hourly,hourly,hourly,hourly,hourly,hourly,hourly,hourly,hourly,hourly,hourly,hourly,hourly,hourly,hourly,hourly,hourly,hourly,hourly,hourly,hourly,hourly,hourly,hourly,hourly,hourly,hourly,hourly
aggregation,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
timestamp,Geneva Temperature [2 m elevation corrected],Geneva Temperature [1000 mb],Geneva Temperature [850 mb],Geneva Temperature [700 mb],Geneva Precipitation Total,Geneva Snowfall Amount,Geneva Relative Humidity [2 m],Geneva Wind Speed [10 m],Geneva Wind Direction [10 m],Geneva Wind Speed [80 m],Geneva Wind Direction [80 m],Geneva Wind Gust,Geneva Wind Speed [900 mb],Geneva Wind Direction [900 mb],Geneva Wind Speed [850 mb],Geneva Wind Direction [850 mb],Geneva Wind Speed [700 mb],Geneva Wind Direction [700 mb],Geneva Wind Speed [500 mb],Geneva Wind Direction [500 mb],Geneva Cloud Cover Total,Geneva Cloud Cover High [high cld lay],Geneva Cloud Cover Medium [mid cld lay],Geneva Cloud Cover Low [low cld lay],Geneva CAPE [180-0 mb above gnd],Geneva Sunshine Duration,Geneva Shortwave Radiation,Geneva Direct Shortwave Radiation,Geneva Diffuse Shortwave Radiation,Geneva Mean Sea Level Pressure [MSL],Geneva Geopotential Height [1000 mb],Geneva Evapotranspiration,Geneva FAO Reference Evapotranspiration [2 m],Geneva Temperature,Geneva Soil Temperature [0-10 cm down],Geneva Soil Moisture [0-10 cm down],Geneva Vapor Pressure Deficit [2 m]
20201214T0000,4.583722,7.17,5.36,-1.64,0.0,0.0,78.0,2.16,270.0,1.08,270.0,2.16,9.028754,203.49857,19.174856,219.66785,31.435646,309.8896,56.06068,317.60257,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,1014.5,114.0,0.00144,0.0,4.16,4.649994,0.312,1.8809552
20201214T0100,4.223722,7.08,5.8,-1.3,0.0,0.0,79.0,3.396233,212.00539,3.8773184,201.8014,2.8799999,10.948973,223.66779,23.424908,226.24536,28.337282,297.2161,53.74982,320.9806,38.0,4.0,38.0,12.0,0.0,0.0,0.0,0.0,0.0,1014.4,113.0,0.00144,0.0,2.69,4.360016,0.312,1.7507734
20201214T0200,4.413722,7.04,5.8,-1.23,0.0,0.0,77.0,2.9024127,209.74489,4.198285,210.96376,2.52,13.276144,220.6013,24.184391,225.60309,27.607563,282.04257,47.446304,318.6914,100.0,0.0,27.0,100.0,0.0,0.0,0.0,0.0,0.0,1014.6,114.0,0.00144,0.0,4.13,4.3099976,0.312,1.9432077
20201214T0300,4.513722,7.3,5.57,-2.1,0.0,0.0,74.0,2.9024127,209.74489,5.1165614,219.28941,3.2399998,14.773164,226.97495,23.950148,227.43665,25.984917,280.37585,46.04905,309.28943,100.0,9.0,63.0,100.0,0.0,0.0,0.0,0.0,0.0,1015.2,119.0,0.00144,0.0,4.07,4.330017,0.312,2.2120957
20201214T0400,4.323722,7.51,5.65,-2.62,0.0,0.0,72.0,1.8,306.8699,2.16,270.0,0.71999997,12.287555,211.82745,21.382906,225.0,25.199999,270.0,46.1306,304.18613,6.0,0.0,3.0,6.0,0.0,0.0,0.0,0.0,0.0,1014.8,115.0,0.00144,0.0,2.53,4.3000183,0.311,2.3507857
20201214T0500,4.033722,7.53,6.02,-2.51,0.0,0.0,74.0,2.5455842,351.8699,1.9386592,338.1986,1.8,7.69592,190.7843,18.391737,220.23636,26.836306,263.06564,41.23061,298.13135,100.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,1014.0,108.0,0.00144,0.0,3.06,3.75,0.311,2.1389256
