location,Geneva,Geneva,Geneva,Geneva,Geneva,Geneva,Geneva,Geneva,Geneva,Geneva,Geneva,Geneva,Geneva,Geneva,Geneva,Geneva,Geneva,Geneva,Geneva,Geneva,Geneva,Geneva,Geneva,Geneva,Geneva,Geneva,Geneva,Geneva,Geneva,Geneva,Geneva,Geneva,Geneva,Geneva,Geneva,Geneva,Geneva
lat,46.22217,46.22217,46.22217,46.22217,46.22217,46.22217,46.22217,46.22217,46.22217,46.22217,46.22217,46.22217,46.22217,46.22217,46.22217,46.22217,46.22217,46.22217,46.22217,46.22217,46.22217,46.22217,46.22217,46.22217,46.22217,46.22217,46.22217,46.22217,46.22217,46.22217,46.22217,46.22217,46.22217,46.22217,46.22217,46.22217,46.22217
lon,6.15116,6.15116,6.15116,6.15116,6.15116,6.15116,6.15116,6.15116,6.15116,6.15116,6.15116,6.15116,6.15116,6.15116,6.15116,6.15116,6.15116,6.15116,6.15116,6.15116,6.15116,6.15116,6.15116,6.15116,6.15116,6.15116,6.15116,6.15116,6.15116,6.15116,6.15116,6.15116,6.15116,6.15116,6.15116,6.15116,6.15116
asl,380.573,380.573,380.573,380.573,380.573,380.573,380.573,380.573,380.573,380.573,380.573,380.573,380.573,380.573,380.573,380.573,380.573,380.573,380.573,380.573,380.573,380.573,380.573,380.573,380.573,380.573,380.573,380.573,380.573,380.573,380.573,380.573,380.573,380.573,380.573,380.573,380.573
variable,Temperature,Relative Humidity,Mean Sea Level Pressure,Precipitation Total,Snowfall Amount,Cloud Cover Total,Cloud Cover High,Cloud Cover Medium,Cloud Cover Low,Sunshine Duration,Shortwave Radiation,Direct Shortwave Radiation,Diffuse Shortwave Radiation,Evapotranspiration,FAO Reference Evapotranspiration,CAPE,Wind Gust,Wind Speed,Wind Direction,Wind Speed,Wind Direction,Wind Speed,Wind Direction,Wind Speed,Wind Direction,Wind Speed,Wind Direction,Wind Speed,Wind Direction,Geopotential Height,Temperature,Temperature,Temperature,Temperature,Soil Temperature,Soil Moisture,Vapor Pressure Deficit
unit,°C,%,hPa,mm,cm,%,%,%,%,min,W/m²,W/m²,W/m²,mm,mm,J/kg,km/h,km/h,°,km/h,°,km/h,°,km/h,°,km/h,°,km/h,°,Gpm,°C,°C,°C,°C,°C,m³/m³,hPa
level,2 m elevation corrected,2 m,MSL,sfc,sfc,sfc,high cld lay,mid cld lay,low cld lay,sfc,sfc,sfc,sfc,sfc,2 m,180-0 mb above gnd,sfc,10 m,10 m,80 m,80 m,900 mb,900 mb,850 mb,850 mb,700 mb,700 mb,500 mb,500 mb,1000 mb,1000 mb,850 mb,700 mb,sfc,0-10 cm down,0-10 cm down,2 m
resolution,hourly,hourly,hourly,hourly,hourly,hourly,hourly,hourly,hourly,hourly,hourly,hourly,hourly,hourly,hourly,hourly,hourly,hourly,hourly,hourly,hourly,hourly,hourly,hourly,hourly,hourly,hourly,hourly,hourly,hourly,hourly,hourly,hourly,hourly,hourly,hourly,hourly
aggregation,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
timestamp,Geneva Temperature [2 m elevation corrected],Geneva Relative Humidity [2 m],Geneva Mean Sea Level Pressure [MSL],Geneva Precipitation Total,Geneva Snowfall Amount,Geneva Cloud Cover Total,Geneva Cloud Cover High [high cld lay],Geneva Cloud Cover Medium [mid cld lay],Geneva Cloud Cover Low [low cld lay],Geneva Sunshine Duration,Geneva Shortwave Radiation,Geneva Direct Shortwave Radiation,Geneva Diffuse Shortwave Radiation,Geneva Evapotranspiration,Geneva FAO Reference Evapotranspiration [2 m],Geneva CAPE [180-0 mb above gnd],Geneva Wind Gust,Geneva Wind Speed [10 m],Geneva Wind Direction [10 m],Geneva Wind Speed [80 m],Geneva Wind Direction [80 m],Geneva Wind Speed [900 mb],Geneva Wind Direction [900 mb],Geneva Wind Speed [850 mb],Geneva Wind Direction [850 mb],Geneva Wind Speed [700 mb],Geneva Wind Direction [700 mb],Geneva Wind Speed [500 mb],Geneva Wind Direction [500 mb],Geneva Geopotential Height [1000 mb],Geneva Temperature [1000 mb],Geneva Temperature [850 mb],Geneva Temperature [700 mb],Geneva Temperature,Geneva Soil Temperature [0-10 cm down],Geneva Soil Moisture [0-10 cm down],Geneva Vapor Pressure Deficit [2 m]
20200824T0000,16.603722,73.0,1019.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00288,0.0060392977,0.0,13.679999,4.6800003,22.619858,10.137692,16.504364,21.09305,27.439728,16.299694,46.789917,13.627795,282.20047,43.07081,286.01117,164.0,18.96,9.42,3.85,16.14,18.149994,0.221,5.143099
20200824T0100,15.653722,73.0,1019.1,0.0,0.0,7.8,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00144,0.0026871345,0.0,7.5599995,3.96,360.0,7.9526596,5.194412,21.868332,32.905228,16.489416,36.119324,14.84318,284.03625,42.793083,280.1755,160.0,18.43,9.47,3.79,15.21,17.170013,0.221,4.8407974
20200824T0200,14.973722,71.0,1019.3,0.0,0.0,30.000002,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.7599998,2.9024127,7.125,4.39436,34.99202,20.68356,31.476837,17.84816,41.729507,18.35647,281.30994,42.962345,274.32507,162.0,17.92,9.38,3.73,14.73,16.360016,0.221,4.9773674
20200824T0300,14.723722,70.0,1019.0,0.0,0.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.6,2.0991426,30.963745,3.0758414,69.443954,22.26768,34.4608,19.8,36.86989,19.770523,280.4915,45.361427,269.5453,159.0,17.33,9.13,3.68,14.43,15.839996,0.221,5.0667458
20200824T0400,14.6837225,67.0,1018.0,0.0,0.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.08,1.1384199,18.434952,0.35999998,180.0,19.586119,36.027374,18.504139,37.092834,20.523157,285.25513,49.681305,269.58484,151.0,16.98,9.16,3.36,13.91,15.380005,0.221,5.559063
20200824T0500,14.653722,67.0,1018.1,0.0,0.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.00144,0.0,0.0,1.08,1.08,89.99999,1.8,180.0,19.08,31.890793,18.709612,30.018356,20.431387,284.2811,51.16561,272.41953,152.0,16.7,9.05,3.1,13.62,14.959991,0.221,5.5483093
