location,Geneva,Geneva,Geneva,Geneva,Geneva,Geneva,Geneva,Geneva,Geneva,Geneva,Geneva,Geneva,Geneva,Geneva,Geneva,Geneva,Geneva,Geneva,Geneva,Geneva,Geneva,Geneva,Geneva,Geneva,Geneva,Geneva,Geneva,Geneva,Geneva,Geneva,Geneva,Geneva,Geneva,Geneva,Geneva,Geneva,Geneva
lat,46.22217,46.22217,46.22217,46.22217,46.22217,46.22217,46.22217,46.22217,46.22217,46.22217,46.22217,46.22217,46.22217,46.22217,46.22217,46.22217,46.22217,46.22217,46.22217,46.22217,46.22217,46.22217,46.22217,46.22217,46.22217,46.22217,46.22217,46.22217,46.22217,46.22217,46.22217,46.22217,46.22217,46.22217,46.22217,46.22217,46.22217
lon,6.15116,6.15116,6.15116,6.15116,6.15116,6.15116,6.15116,6.15116,6.15116,6.15116,6.15116,6.15116,6.15116,6.15116,6.15116,6.15116,6.15116,6.15116,6.15116,6.15116,6.15116,6.15116,6.15116,6.15116,6.15116,6.15116,6.15116,6.15116,6.15116,6.15116,6.15116,6.15116,6.15116,6.15116,6.15116,6.15116,6.15116
asl,380.573,380.573,380.573,380.573,380.573,380.573,380.573,380.573,380.573,380.573,380.573,380.573,380.573,380.573,380.573,380.573,380.573,380.573,380.573,380.573,380.573,380.573,380.573,380.573,380.573,380.573,380.573,380.573,380.573,380.573,380.573,380.573,380.573,380.573,380.573,380.573,380.573
variable,Temperature,Relative Humidity,Mean Sea Level Pressure,Precipitation Total,Snowfall Amount,Cloud Cover Total,Cloud Cover High,Cloud Cover Medium,Cloud Cover Low,Sunshine Duration,Shortwave Radiation,Direct Shortwave Radiation,Diffuse Shortwave Radiation,Evapotranspiration,FAO Reference Evapotranspiration,CAPE,Wind Gust,Wind Speed,Wind Direction,Wind Speed,Wind Direction,Wind Speed,Wind Direction,Wind Speed,Wind Direction,Wind Speed,Wind Direction,Wind Speed,Wind Direction,Geopotential Height,Temperature,Temperature,Temperature,Temperature,Soil Temperature,Soil Moisture,Vapor Pressure Deficit
unit,°C,%,hPa,mm,cm,%,%,%,%,min,W/m²,W/m²,W/m²,mm,mm,J/kg,km/h,km/h,°,km/h,°,km/h,°,km/h,°,km/h,°,km/h,°,Gpm,°C,°C,°C,°C,°C,m³/m³,hPa
level,2 m elevation corrected,2 m,MSL,sfc,sfc,sfc,high cld lay,mid cld lay,low cld lay,sfc,sfc,sfc,sfc,sfc,2 m,180-0 mb above gnd,sfc,10 m,10 m,80 m,80 m,900 mb,900 mb,850 mb,850 mb,700 mb,700 mb,500 mb,500 mb,1000 mb,1000 mb,850 mb,700 mb,sfc,0-10 cm down,0-10 cm down,2 m
resolution,hourly,hourly,hourly,hourly,hourly,hourly,hourly,hourly,hourly,hourly,hourly,hourly,hourly,hourly,hourly,hourly,hourly,hourly,hourly,hourly,hourly,hourly,hourly,hourly,hourly,hourly,hourly,hourly,hourly,hourly,hourly,hourly,hourly,hourly,hourly,hourly,hourly
aggregation,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
timestamp,Geneva Temperature [2 m elevation corrected],Geneva Relative Humidity [2 m],Geneva Mean Sea Level Pressure [MSL],Geneva Precipitation Total,Geneva Snowfall Amount,Geneva Cloud Cover Total,Geneva Cloud Cover High [high cld lay],Geneva Cloud Cover Medium [mid cld lay],Geneva Cloud Cover Low [low cld lay],Geneva Sunshine Duration,Geneva Shortwave Radiation,Geneva Direct Shortwave Radiation,Geneva Diffuse Shortwave Radiation,Geneva Evapotranspiration,Geneva FAO Reference Evapotranspiration [2 m],Geneva CAPE [180-0 mb above gnd],Geneva Wind Gust,Geneva Wind Speed [10 m],Geneva Wind Direction [10 m],Geneva Wind Speed [80 m],Geneva Wind Direction [80 m],Geneva Wind Speed [900 mb],Geneva Wind Direction [900 mb],Geneva Wind Speed [850 mb],Geneva Wind Direction [850 mb],Geneva Wind Speed [700 mb],Geneva Wind Direction [700 mb],Geneva Wind Speed [500 mb],Geneva Wind Direction [500 mb],Geneva Geopotential Height [1000 mb],Geneva Temperature [1000 mb],Geneva Temperature [850 mb],Geneva Temperature [700 mb],Geneva Temperature,Geneva Soil Temperature [0-10 cm down],Geneva Soil Moisture [0-10 cm down],Geneva Vapor Pressure Deficit [2 m]
20200914T0000,20.373722,80.0,1025.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00144,0.0,144.0,8.64,0.35999998,89.99999,7.10031,59.534447,6.193674,54.46232,16.80857,226.73572,10.787993,154.29004,43.14747,125.14867,209.0,22.74,18.24,6.53,18.34,19.74002,0.216,4.8239136
20200914T0100,20.023722,80.0,1024.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,171.0,6.8399997,1.609969,206.56505,3.4152596,71.56504,3.0758414,69.443954,19.914215,229.39871,11.269782,153.43495,42.279694,128.43124,208.0,22.34,17.94,6.59,17.63,18.940002,0.216,4.720705
20200914T0200,19.663723,80.0,1025.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,191.0,2.16,2.0364676,225.0,1.0182338,44.999985,1.8,89.99999,17.581125,222.51045,10.630672,151.69923,42.17535,129.80557,215.0,22.06,17.55,6.64,17.04,18.27002,0.216,4.6165943
20200914T0300,19.353722,80.0,1025.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,134.0,1.8,2.0991426,239.03624,0.71999997,360.0,1.484318,104.03624,14.618837,217.99873,8.089993,159.14554,42.45253,129.49452,216.0,21.76,17.47,6.42,16.53,17.709991,0.216,4.5285587
20200914T0400,18.993723,81.0,1025.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,102.0,1.4399999,2.4149535,243.43495,0.35999998,270.0,1.9386592,158.1986,12.682018,214.59229,4.6938252,184.39871,42.333305,131.55261,210.0,21.45,17.34,6.07,16.07,17.220001,0.216,4.206751
20200914T0500,18.683722,81.0,1024.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,215.0,1.08,1.9386592,248.1986,1.0182338,225.0,2.16,180.0,9.659814,206.56505,4.072935,225.0,42.53031,133.28506,205.0,21.12,17.35,5.87,15.65,16.779999,0.216,4.126112
