location,Geneva,Geneva,Geneva,Geneva,Geneva,Geneva,Geneva,Geneva,Geneva,Geneva,Geneva,Geneva,Geneva,Geneva,Geneva,Geneva,Geneva,Geneva,Geneva,Geneva,Geneva,Geneva,Geneva,Geneva,Geneva,Geneva,Geneva,Geneva,Geneva,Geneva,Geneva,Geneva,Geneva,Geneva,Geneva,Geneva
20200414T0300,9.363722,76.0,1016.1,0.0,0.0,6.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.01584,0.041616682,0.0,41.039997,25.92306,39.57939,49.32,39.9662,65.77269,48.106018,42.91405,49.76364,33.989033,28.465149,33.64989,333.98322,10.79,6.23,-3.71,9.07,10.88,0.231,2.847866
20200414T0400,8.123722,75.0,1016.4,0.0,0.0,49.0,0.0,0.0,49.0,0.0,0.0,0.0,0.0,0.01872,0.047707252,0.0,45.0,32.370613,39.32257,57.347443,38.88449,62.425495,52.733597,42.05842,54.405304,38.84832,32.511917,38.16849,334.8852,9.48,5.66,-4.06,8.02,10.05,0.234,2.727995
20200414T0500,6.953722,75.0,1017.2,0.0,0.0,5.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.01872,0.04421621,0.0,43.92,31.5265,41.23146,56.386852,41.11708,54.656013,54.11136,41.638786,56.996895,40.552364,35.24202,44.208233,353.45374,8.22,5.39,-4.2,6.98,9.2,0.238,2.5186071
20200414T0600,5.543722,74.0,1017.9,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.02304,0.042748872,0.0,42.48,31.279037,43.619644,56.532608,43.451828,45.074818,53.770744,36.55729,57.875,41.475063,36.173615,56.440834,23.294556,6.7,5.23,-4.15,5.75,8.28,0.242,2.376625
20200414T0700,4.203722,76.0,1018.3,0.0,0.0,4.0,0.0,0.0,4.0,11.632978,0.0,0.0,0.0,0.02304,0.036470905,0.0,39.239998,31.463404,46.02913,56.521145,46.03224,39.81704,52.715675,32.688713,53.50869,44.281464,36.404083,59.015846,34.562515,5.32,5.0,-3.66,4.62,7.28,0.242,1.9980817
20200414T0800,3.8137224,79.0,1019.0,0.0,0.0,8.0,0.0,0.0,8.0,54.893616,89.0,47.429543,41.570457,0.02736,0.034362532,0.0,39.96,32.21678,46.005066,56.771667,45.770737,41.835964,52.341217,32.17522,49.537766,45.218353,40.15599,57.986828,40.21547,4.53,4.61,-3.8,5.68,6.79,0.241,1.701087
20200414T0900,4.493722,76.0,1019.0,0.0,0.0,9.0,0.0,0.0,9.0,54.255318,267.0,150.87866,116.121346,0.04032,0.0807154,0.0,39.96,32.02567,45.67404,55.244457,45.792053,40.762745,51.81433,32.726357,50.35582,44.9063,41.099487,58.134148,38.71521,4.87,4.23,-4.5,7.78,7.19,0.241,2.0390778
20200414T1000,5.723722,69.0,1019.2,0.0,0.0,0.0,0.0,0.0,0.0,60.0,440.55,262.2478,178.3022,0.06192,0.13981037,0.0,42.48,32.59347,45.993454,55.75353,45.784805,40.377815,50.063614,34.44167,48.81407,45.14377,41.443817,59.809856,33.211807,5.73,4.25,-4.83,10.3,8.31,0.24,2.8692484
20200414T1100,7.313722,61.0,1019.2,0.0,0.0,0.0,0.0,0.0,0.0,60.0,591.85,367.78497,224.06499,0.08784,0.20465471,0.0,44.639996,33.530437,44.999985,57.276215,44.74533,44.36187,51.921097,37.017033,49.338257,44.67047,40.751526,59.27332,28.277176,7.1,4.47,-4.92,12.88,9.88,0.24,4.0270915
20200414T1200,9.1837225,54.0,1019.7,0.0,0.0,0.0,0.0,0.0,0.0,60.0,712.0,456.9162,255.0838,0.11952,0.27206177,0.0,45.36,32.83103,41.710754,55.818577,42.124527,49.1779,53.633408,37.388042,51.25403,43.081337,41.95163,57.7999,27.043839,8.78,5.04,-4.78,15.42,11.69,0.239,5.3926625
20200414T1300,10.663722,47.0,1018.8,0.0,0.0,0.0,0.0,0.0,0.0,60.0,792.1,518.7083,273.39166,0.14688,0.33214748,0.0,45.0,31.005573,40.120728,52.13168,39.957535,53.712433,52.899673,35.364388,51.61345,40.482,43.919083,54.59314,27.916916,10.16,5.36,-4.49,17.46,13.52,0.238,6.860663
20200414T1400,11.863722,42.0,1018.1,0.0,0.0,0.0,0.0,0.0,0.0,60.0,824.14,543.8272,280.3128,0.16704,0.37220365,0.0,44.28,30.122057,38.897217,49.760803,37.947693,53.192356,50.49231,35.031162,50.420593,38.96823,46.871735,52.33018,27.446442,11.36,5.58,-4.3,18.79,15.1,0.236,8.129196
20200414T1500,13.113722,38.0,1018.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,803.67,527.5755,276.09448,0.17568,0.3958008,0.0,43.56,27.88942,43.451828,46.61826,42.809418,63.18179,42.690918,44.30487,46.31691,47.97194,58.815025,54.034786,32.207687,12.74,5.62,-4.14,19.46,16.11,0.235,9.432613
20200414T1600,14.013722,33.0,1017.4,0.0,0.0,0.0,0.0,0.0,0.0,60.0,735.14,474.05093,261.08908,0.18288,0.39857605,0.0,43.199997,32.54008,39.685455,55.548595,38.949753,64.657845,44.999985,40.762745,51.81433,40.430737,65.26049,49.750385,27.121292,13.92,5.71,-3.8,19.3,16.83,0.234,10.808057
20200414T1700,14.203722,32.0,1016.7,0.0,0.0,0.0,0.0,0.0,0.0,60.0,623.0,389.89005,233.10995,0.17568,0.36667582,0.0,47.16,31.706076,37.83275,54.216763,37.17424,65.32785,49.021973,44.34288,57.600166,34.494312,71.754135,47.271164,22.854813,14.45,5.96,-3.14,18.33,16.97,0.233,11.105228
20200414T1800,14.113722,34.0,1016.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,477.03998,286.55988,190.48012,0.15552,0.3125687,0.0,43.199997,32.244305,38.290146,55.44467,37.613953,69.15374,51.34018,47.205322,61.284912,30.574575,77.763885,46.6891,19.832123,14.77,6.25,-2.52,16.79,16.58,0.232,10.715948
20200414T1900,13.353722,38.0,1016.3,0.0,0.0,0.0,0.0,0.0,0.0,60.0,306.16,174.87613,131.28387,0.1224,0.23986223,0.0,46.8,32.618504,38.367477,57.686565,38.15721,73.33492,49.978348,46.54592,61.849304,24.29133,83.19095,45.14377,13.371338,14.4,6.67,-2.06,14.51,15.59,0.231,9.581476
20200414T2000,12.033722,42.0,1016.9,0.0,0.0,0.0,0.0,0.0,0.0,60.0,127.27,68.63733,58.63267,0.08352,0.16730183,0.0,46.44,32.714096,37.05652,58.321106,37.22357,78.55757,52.44741,46.377167,62.241455,20.211363,85.91438,45.72425,7.236908,13.49,6.68,-1.81,11.73,14.05,0.23,8.2207775
20200414T2100,10.543722,48.0,1017.4,0.0,0.0,0.0,0.0,0.0,0.0,23.2,5.34,3.0349,2.3051002,0.04896,0.11306427,0.0,53.639996,32.128548,37.249954,57.312405,37.08583,80.20812,53.02723,44.932266,64.87217,17.057314,82.725,40.456375,11.8098755,12.11,6.67,-1.41,9.89,12.33,0.23,6.6776237
20200414T2200,9.483722,50.0,1019.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03888,0.10425425,0.0,50.039997,30.32985,38.581192,54.536137,38.837006,74.1635,53.686356,41.787918,67.19029,13.722565,94.513985,35.632725,29.67308,10.98,6.63,-1.03,8.74,10.93,0.23,5.9811163
20200414T2300,8.443722,52.0,1019.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03312,0.09022206,0.0,44.639996,27.834656,39.173645,50.659046,39.2321,62.00471,56.12539,31.999523,72.99205,9.72,89.99999,34.679794,41.63353,9.93,6.83,-0.76,7.69,9.79,0.229,5.352707
20200415T0000,7.483722,56.0,1020.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0288,0.074962154,0.0,45.0,25.890188,40.409454,47.522728,40.083435,50.72424,56.87384,18.733839,87.7974,5.3999996,89.99999,35.647274,51.97278,8.87,6.92,-0.87,6.77,8.82,0.229,4.5964723
20200415T0100,6.373722,61.0,1021.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02448,0.062400978,0.0,36.719997,26.006426,43.339706,47.924637,41.955215,40.641754,55.465332,8.049845,116.56505,2.968636,104.03624,39.162308,60.843086,7.6,6.71,-1.06,5.86,7.95,0.229,3.7754726
20200415T0200,5.483722,64.0,1021.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0216,0.053099923,0.0,32.399998,24.910892,48.46823,45.623516,47.878357,29.46287,54.950623,5.6002855,135.0,3.8773184,158.1986,40.42593,61.83747,6.67,6.51,-0.97,5.09,7.16,0.229,3.2770324
20200415T0300,4.683722,69.0,1021.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01584,0.024925737,0.0,24.119999,12.990928,28.141602,25.683926,31.239212,27.783045,58.781593,8.287822,124.38034,7.92,180.0,40.64175,71.40456,5.92,6.38,-0.78,4.47,6.52,0.229,2.6690269
20200415T0400,4.063722,68.0,1022.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0144,0.03719976,0.0,25.56,20.199022,41.25702,39.25486,42.02626,21.385939,53.90171,12.229406,137.38594,10.799999,233.1301,37.585102,73.30075,5.15,6.0,-0.82,3.89,5.92,0.229,2.6380725
20200415T0500,3.0737224,73.0,1022.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0144,0.02609927,0.0,24.84,17.904379,46.80873,34.63492,46.684677,10.00256,59.74356,13.207634,162.55281,12.413477,240.46121,37.56786,71.56504,4.13,6.57,-0.92,3.11,5.26,0.23,2.0758586
20200415T0600,2.3537223,76.0,1022.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01152,0.01731,0.0,19.8,14.2791395,53.343887,29.237675,52.001266,4.802999,77.00538,12.074766,206.56505,9.983106,244.359,36.44722,73.35495,3.52,7.1,-0.98,2.48,4.6,0.231,1.7532816
20200415T0700,2.0937223,81.0,1023.3,0.0,0.0,0.0,0.0,0.0,0.0,13.966666,0.0,0.0,0.0,0.0072,0.009506798,0.0,12.599999,11.973191,57.72435,25.762016,56.976128,2.5455842,98.1301,12.72283,205.11484,8.766573,250.82098,37.37244,76.633064,3.46,7.49,-1.11,2.24,4.1,0.23,1.3625369
20200415T0800,3.2137222,74.0,1024.1,0.0,0.0,0.0,0.0,0.0,0.0,60.0,90.78,48.463478,42.31652,0.01152,0.02344811,0.0,13.679999,13.161885,54.05787,24.482647,53.97262,2.8116899,129.80557,24.850431,218.53018,6.379216,253.61046,38.70628,80.362465,3.98,7.56,-1.37,4.72,4.34,0.23,2.0188632
20200415T0900,4.733722,65.0,1024.1,0.0,0.0,0.0,0.0,0.0,0.0,60.0,264.33,149.60815,114.72184,0.0288,0.09344554,0.0,16.199999,14.321323,46.50743,25.72174,46.70134,4.6102495,128.6598,33.46451,220.20016,2.968636,255.96376,39.6,89.99999,4.87,7.14,-1.59,7.86,5.64,0.23,3.0239515
20200415T1000,6.393722,59.0,1024.2,0.0,0.0,0.0,0.0,0.0,0.0,60.0,435.21,259.44165,175.76834,0.04896,0.16637589,0.0,14.4,13.010033,42.510437,21.94524,41.009094,3.2599385,173.6598,31.667723,220.38934,2.7416782,156.8014,40.729347,98.1301,6.1,6.51,-1.56,11.29,7.59,0.23,3.9745522
20200415T1100,8.443722,52.0,1023.4,0.0,0.0,0.0,0.0,0.0,0.0,60.0,585.62,364.38647,221.2335,0.072,0.24924001,0.0,10.799999,9.8604,38.418045,16.489416,36.119324,4.6102495,218.65982,28.766228,225.50702,8.14587,135.0,42.69606,104.15341,8.0,6.65,-1.85,14.97,10.0,0.229,5.352707
20200415T1200,10.793722,46.0,1023.3,0.0,0.0,0.0,0.0,0.0,0.0,60.0,703.1,451.7381,251.36186,0.09648,0.33207738,0.0,6.4799995,7.766828,30.963745,12.413477,29.538757,6.6087217,240.64226,22.180206,234.24612,16.279802,144.90417,43.82695,114.24921,10.15,7.43,-1.59,18.53,12.68,0.229,7.050835
20200415T1300,12.813722,41.0,1021.9,0.0,0.0,0.0,0.0,0.0,0.0,60.0,780.52997,511.68826,268.8417,0.11952,0.39704734,0.0,5.7599998,7.1730394,31.32869,10.805998,29.981628,7.628263,250.70996,17.673029,236.63364,16.595179,167.47119,45.834656,122.816345,12.14,8.03,-0.75,21.32,15.3,0.228,8.801902
20200415T1400,14.663722,38.0,1021.3,0.0,0.0,0.0,0.0,0.0,0.0,60.0,809.01,534.3884,274.62155,0.13824,0.4361784,0.0,6.4799995,7.3150935,33.111343,10.685391,32.619232,10.483357,254.0546,18.678415,242.44719,19.770523,146.88866,47.481804,130.69553,13.99,8.59,-0.68,23.29,17.57,0.227,10.43083
20200415T1500,16.643723,38.0,1020.6,0.0,0.0,0.0,0.0,0.0,0.0,60.0,787.64996,517.56586,270.0841,0.144,0.44907242,0.0,5.04,4.5833187,35.53766,6.297428,30.963745,6.12,298.07248,6.924738,261.02737,19.813087,155.29758,41.060516,148.26086,16.13,8.7,-0.9,24.44,18.97,0.227,11.840109
20200415T1600,18.083721,38.0,1019.7,0.0,0.0,0.0,0.0,0.0,0.0,60.0,719.12,464.16946,254.95053,0.14544,0.4282551,0.0,8.28,8.673356,42.510437,12.538134,39.173645,6.489992,326.30994,6.297428,300.96375,21.175837,144.68878,40.894478,153.88608,17.79,9.23,-0.78,24.66,20.18,0.226,12.967396
20200415T1700,18.723722,39.0,1018.8,0.0,0.0,0.0,0.0,0.0,0.0,60.0,606.98,380.239,226.74098,0.13536,0.37045887,0.0,8.28,8.154626,38.367477,12.682018,34.59227,5.0142193,338.9625,6.28713,336.37064,21.980644,148.3925,40.52839,161.88693,18.71,9.75,-0.81,23.93,20.78,0.226,13.280197
20200415T1800,18.993723,42.0,1018.2,0.0,0.0,0.0,0.0,0.0,0.0,60.0,467.25,280.97018,186.27982,0.1152,0.29050216,0.0,9.72,8.154626,38.367477,13.18308,34.99202,5.6920996,18.434952,6.519877,6.340164,22.380884,154.2593,40.53159,167.69199,19.35,10.21,-0.74,22.39,20.71,0.226,12.84166
