2020;01;01;08;00;0.90;90.00;1033.20;0.00;0.00;0.00;0.00;6.00;20.00;4.00;0.00;0.00;0.00;2.60;33.69;9.45;49.64;5.99;57.26;12.24
2020;01;01;09;00;1.08;91.00;1033.20;0.00;0.00;0.00;0.00;5.40;18.00;4.00;0.00;40.63;24.03;0.72;360.00;7.64;45.00;2.28;108.43;6.84
2020;01;01;10;00;2.57;86.00;1032.60;0.00;0.00;0.00;0.00;4.80;16.00;2.00;0.00;56.55;150.41;1.30;326.31;1.84;11.31;5.24;195.95;7.20
2020;01;01;11;00;4.11;79.00;1033.20;0.00;0.00;0.00;0.00;2.70;9.00;0.00;0.00;56.94;260.77;1.94;338.20;1.48;345.96;10.81;209.98;2.88
2020;01;01;12;00;5.53;75.00;1032.10;0.00;0.00;0.00;0.00;0.90;3.00;0.00;0.00;58.28;335.53;2.74;336.80;3.08;339.44;14.51;209.74;5.76
2020;01;01;13;00;6.59;70.00;1030.90;0.00;0.00;0.00;0.00;1.80;6.00;0.00;0.00;59.43;365.79;2.55;315.00;2.90;330.26;17.48;212.38;6.84
2020;01;01;14;00;7.46;66.00;1031.20;0.00;0.00;0.00;0.00;3.60;12.00;1.00;0.00;58.85;347.99;3.32;257.47;3.67;258.69;11.89;215.13;6.48
2020;01;01;15;00;7.86;63.00;1030.80;0.00;0.00;0.00;0.00;2.70;9.00;1.00;0.00;57.70;287.47;4.51;241.39;5.69;235.30;14.11;217.75;7.92
2020;01;01;16;00;7.30;64.00;1031.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;58.28;178.89;2.81;230.19;6.37;222.71;13.98;214.51;5.04
2020;01;01;17;00;6.12;62.00;1031.70;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;60.00;52.51;2.81;219.81;6.19;234.46;14.17;207.22;6.12
2020;01;01;18;00;5.11;64.00;1032.30;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;1.98;0.00;3.32;229.40;6.29;256.76;15.14;205.35;5.76
2020;01;01;19;00;4.08;66.00;1031.60;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;6.19;215.54;7.59;238.57;14.98;215.22;6.84
2020;01;01;20;00;3.51;71.00;1031.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;9.18;205.56;12.50;221.50;16.70;217.12;9.72
2020;01;01;21;00;2.72;76.00;1031.70;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;10.31;204.78;18.63;221.08;18.67;219.52;14.04
2020;01;01;22;00;2.53;72.00;1032.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;10.59;197.82;20.88;215.88;18.95;218.83;14.76
2020;01;01;23;00;2.34;74.00;1032.20;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;10.48;195.95;21.12;209.62;20.02;217.69;15.48
2020;01;02;00;00;2.20;76.00;1031.50;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;9.69;195.07;20.12;206.57;19.97;213.98;15.48
2020;01;02;01;00;2.54;73.00;1031.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;8.89;201.37;17.60;210.76;20.68;211.48;14.76
2020;01;02;02;00;2.16;73.00;1031.50;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;8.09;212.28;10.51;218.05;13.68;215.36;13.32
2020;01;02;03;00;1.89;72.00;1031.50;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;7.42;230.91;11.59;244.23;17.24;208.71;12.24
2020;01;02;04;00;1.58;72.00;1031.10;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;6.99;214.51;11.81;232.43;19.48;207.51;10.80
2020;01;02;05;00;1.98;68.00;1031.20;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;6.61;209.36;11.75;229.97;21.58;207.85;9.72
2020;01;02;06;00;2.45;67.00;1030.60;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;4.58;225.00;9.66;243.43;21.41;207.00;8.28
2020;01;02;07;00;2.34;68.00;1030.30;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;5.00;210.26;8.29;235.62;21.75;208.69;7.56
2020;01;02;08;00;2.52;67.00;1030.60;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;5.69;214.70;9.20;239.42;22.91;210.19;8.64
2020;01;02;09;00;3.44;64.00;1030.60;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;43.41;20.47;5.35;222.27;9.66;243.43;23.09;210.96;9.00
2020;01;02;10;00;5.09;63.00;1031.10;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;60.00;138.84;4.02;243.43;9.98;244.36;24.07;214.64;9.36
2020;01;02;11;00;6.95;60.00;1030.70;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;60.00;249.20;5.48;246.80;7.75;248.20;25.87;211.92;14.04
2020;01;02;12;00;8.32;53.00;1029.20;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;60.00;324.85;7.49;234.78;10.59;234.69;29.50;203.75;18.36
2020;01;02;13;00;9.06;51.00;1028.80;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;60.00;356.00;8.91;226.64;12.98;226.12;32.73;209.67;20.88
2020;01;02;14;00;8.61;51.00;1028.80;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;60.00;339.98;14.84;219.09;18.72;217.97;28.67;218.88;27.36
2020;01;02;15;00;8.03;54.00;1028.60;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;60.00;279.46;16.78;215.39;21.57;213.42;35.41;222.94;29.16
2020;01;02;16;00;6.68;59.00;1029.70;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;60.00;178.89;15.48;215.54;22.86;213.44;40.76;218.19;24.84
2020;01;02;17;00;3.50;70.00;1030.10;0.00;0.00;0.00;0.00;2.00;0.00;2.00;0.00;60.00;54.29;12.57;203.63;23.34;206.57;44.55;225.98;27.72
2020;01;02;18;00;2.87;70.00;1030.20;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;2.85;0.00;11.73;197.88;20.95;208.77;41.56;221.84;23.04
2020;01;02;19;00;2.91;69.00;1029.20;0.00;0.00;0.00;0.00;42.00;33.00;42.00;0.00;0.00;0.00;10.32;209.25;20.81;210.11;39.44;213.84;20.16
2020;01;02;20;00;3.20;67.00;1029.20;0.00;0.00;0.00;0.00;71.00;33.00;71.00;0.00;0.00;0.00;11.12;209.05;23.47;212.47;40.97;216.06;21.60
2020;01;02;21;00;3.21;68.00;1029.30;0.00;0.00;0.00;0.00;60.00;29.00;60.00;0.00;0.00;0.00;11.59;205.77;24.65;208.81;40.65;219.61;23.76
2020;01;02;22;00;3.45;68.00;1029.70;0.00;0.00;0.00;0.00;83.00;53.00;83.00;0.00;0.00;0.00;11.61;209.74;24.70;210.68;40.04;217.69;22.68
2020;01;02;23;00;3.96;65.00;1029.60;0.00;0.00;0.00;0.00;100.00;100.00;100.00;0.00;0.00;0.00;11.18;213.18;23.89;210.82;37.55;214.45;22.32
2020;01;03;00;00;4.25;64.00;1028.70;0.00;0.00;0.00;0.00;100.00;81.00;100.00;0.00;0.00;0.00;11.30;217.23;23.98;215.84;35.28;208.66;21.24
2020;01;03;01;00;4.21;65.00;1027.80;0.00;0.00;0.00;0.00;100.00;30.00;100.00;0.00;0.00;0.00;11.46;223.73;23.18;223.11;34.03;203.04;19.80
2020;01;03;02;00;3.70;69.00;1028.20;0.00;0.00;0.00;0.00;86.00;30.00;86.00;0.00;0.00;0.00;12.25;204.30;21.98;211.61;33.55;213.18;22.68
2020;01;03;03;00;3.49;69.00;1028.20;0.00;0.00;0.00;0.00;90.00;18.00;90.00;0.00;0.00;0.00;12.40;205.82;25.87;211.92;34.48;208.71;25.20
2020;01;03;04;00;2.68;71.00;1028.70;0.00;0.00;0.00;0.00;7.00;9.00;7.00;0.00;0.00;0.00;16.12;209.43;34.05;213.35;37.85;212.18;27.72
2020;01;03;05;00;2.58;71.00;1029.40;0.00;0.00;0.00;0.00;22.00;2.00;22.00;0.00;0.00;0.00;19.05;202.20;36.74;204.30;38.91;218.99;30.96
2020;01;03;06;00;3.22;67.00;1028.80;0.00;0.00;0.00;0.00;89.00;6.00;89.00;0.00;0.00;0.00;18.68;205.08;33.82;207.93;37.95;223.08;28.08
2020;01;03;07;00;4.46;66.00;1028.50;0.00;0.00;0.00;0.00;100.00;10.00;100.00;3.00;0.00;0.00;19.02;209.48;33.22;209.90;41.05;221.80;31.32
2020;01;03;08;00;3.04;77.00;1028.10;0.00;0.00;0.00;0.00;2.00;5.00;2.00;0.00;0.00;0.00;20.95;208.77;32.75;213.34;39.97;224.64;32.76
2020;01;03;09;00;3.90;80.00;1028.70;0.00;0.00;0.00;0.00;34.00;20.00;34.00;0.00;42.53;24.03;21.30;210.47;32.15;214.05;35.73;220.91;30.96
2020;01;03;10;00;6.65;77.00;1028.50;0.00;0.00;0.00;0.00;74.00;100.00;74.00;0.00;38.30;145.07;22.57;213.94;30.01;210.26;35.97;228.65;28.08
2020;01;03;11;00;7.84;74.00;1028.80;0.00;0.00;0.00;0.00;45.00;68.00;45.00;0.00;12.77;247.42;25.38;211.66;32.17;211.73;38.74;232.17;30.96
2020;01;03;12;00;8.64;75.00;1028.10;0.00;0.00;0.00;0.00;41.00;66.00;41.00;0.00;31.28;329.30;24.86;214.38;31.06;214.61;35.26;237.93;27.00
2020;01;03;13;00;9.35;71.00;1027.40;0.00;0.00;0.00;0.00;100.00;44.00;100.00;0.00;33.83;353.33;22.18;215.75;26.87;215.18;24.65;263.29;21.60
2020;01;03;14;00;9.76;67.00;1028.20;0.00;0.00;0.00;0.00;84.00;34.00;84.00;0.00;0.00;308.83;18.25;202.01;22.46;201.63;20.06;260.71;19.44
2020;01;03;15;00;10.09;64.00;1028.00;0.00;0.00;0.00;0.00;62.00;1.00;62.00;50.00;6.38;271.45;19.59;200.43;24.82;199.49;20.70;256.93;21.60
2020;01;03;16;00;9.37;64.00;1028.30;0.00;0.00;0.00;0.00;1.80;6.00;0.00;1.00;20.43;180.67;17.24;208.71;23.83;206.95;21.07;250.02;19.08
2020;01;03;17;00;8.35;69.00;1028.90;0.00;0.00;0.00;0.00;100.00;1.00;0.00;100.00;58.85;61.41;13.68;206.57;23.34;206.57;24.29;276.81;17.64
2020;01;03;18;00;7.94;71.00;1029.40;0.00;0.00;0.00;0.00;100.00;0.00;0.00;100.00;0.00;0.00;11.92;208.89;22.57;213.94;29.43;284.89;17.28
2020;01;03;19;00;7.21;78.00;1029.20;0.00;0.00;0.00;0.00;53.00;0.00;0.00;53.00;0.00;0.00;11.77;203.43;19.38;215.17;30.11;296.26;18.36
2020;01;03;20;00;6.17;80.00;1029.80;0.00;0.30;0.00;0.00;2.00;0.00;0.00;2.00;0.00;0.00;11.30;202.48;15.53;225.94;31.91;293.96;18.00
2020;01;03;21;00;5.58;80.00;1030.70;0.00;0.40;0.00;0.00;3.00;3.00;0.00;3.00;0.00;0.00;10.69;212.62;17.88;229.90;27.42;283.67;15.12
2020;01;03;22;00;5.37;79.00;1030.50;0.00;0.20;0.00;0.00;7.00;0.00;0.00;7.00;0.00;0.00;11.79;211.26;17.83;226.64;23.80;280.46;14.76
2020;01;03;23;00;5.59;79.00;1030.90;0.00;0.00;0.00;0.00;100.00;0.00;0.00;100.00;0.00;0.00;10.30;216.47;14.19;234.29;20.00;283.54;12.24
2020;01;04;00;00;5.72;82.00;1030.90;0.00;0.00;0.00;0.00;100.00;0.00;0.00;100.00;0.00;0.00;9.29;215.54;14.39;238.30;13.10;285.95;11.88
2020;01;04;01;00;6.15;82.00;1029.60;0.00;0.00;0.00;0.00;100.00;2.00;0.00;100.00;0.00;0.00;10.14;196.50;14.58;212.91;7.57;272.73;10.44
2020;01;04;02;00;6.02;84.00;1031.00;0.00;0.00;0.00;0.00;100.00;11.00;0.00;100.00;0.00;0.00;4.45;194.04;4.68;202.62;4.61;321.34;8.28
2020;01;04;03;00;5.94;84.00;1031.00;0.00;0.00;0.00;0.00;100.00;14.00;17.00;100.00;0.00;0.00;4.10;195.26;4.51;208.61;5.09;315.00;6.48
2020;01;04;04;00;6.10;83.00;1030.80;0.00;0.00;0.00;0.00;100.00;16.00;2.00;100.00;0.00;0.00;0.36;270.00;1.84;281.31;7.24;354.29;2.52
2020;01;04;05;00;6.16;83.00;1031.30;0.00;0.00;0.00;0.00;100.00;0.00;0.00;100.00;0.00;0.00;2.74;156.80;1.48;165.96;8.85;26.57;1.44
2020;01;04;06;00;6.14;84.00;1031.30;0.00;0.00;0.00;0.00;100.00;0.00;0.00;100.00;0.00;0.00;0.36;360.00;1.61;333.43;8.94;40.10;2.52
2020;01;04;07;00;5.73;87.00;1030.60;0.00;0.00;0.00;0.00;100.00;0.00;0.00;100.00;0.00;0.00;1.61;63.43;1.80;53.13;11.68;56.31;4.32
2020;01;04;08;00;5.54;89.00;1031.00;0.00;0.00;0.00;0.00;100.00;0.00;0.00;100.00;0.00;0.00;2.74;66.80;4.35;65.56;14.26;47.05;5.76
2020;01;04;09;00;5.83;89.00;1032.10;0.00;0.00;0.00;0.00;100.00;27.00;0.00;100.00;0.00;10.68;2.60;56.31;6.13;49.76;15.31;41.19;6.12
2020;01;04;10;00;6.69;87.00;1032.50;0.00;0.00;0.00;0.00;100.00;3.00;10.00;100.00;0.00;90.78;4.84;41.99;7.42;39.09;18.84;46.55;12.24
2020;01;04;11;00;7.82;84.00;1032.20;0.00;0.00;0.00;0.00;80.00;3.00;0.00;80.00;0.00;237.63;9.83;28.44;12.24;28.07;20.66;48.53;16.92
2020;01;04;12;00;9.15;79.00;1030.90;0.00;0.00;0.00;0.00;100.00;6.00;0.00;100.00;8.94;320.40;15.68;31.87;19.39;31.33;22.41;46.30;18.36
2020;01;04;13;00;9.01;74.00;1031.00;0.00;0.00;0.00;0.00;28.00;6.00;0.00;28.00;0.00;336.42;19.37;41.99;22.66;45.64;24.18;44.40;22.32
2020;01;04;14;00;9.19;68.00;1031.50;0.00;0.00;0.00;0.00;2.00;3.00;0.00;2.00;42.13;344.43;11.93;5.19;11.93;5.19;13.71;29.93;21.60
2020;01;04;15;00;9.17;64.00;1031.30;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;58.72;281.24;16.24;3.81;15.88;3.90;15.28;34.44;20.88
2020;01;04;16;00;8.16;69.00;1031.70;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;60.00;180.67;16.24;3.81;18.03;3.43;20.30;52.93;19.08
2020;01;04;17;00;5.35;84.00;1032.80;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;60.00;56.96;11.90;3.47;16.34;7.59;26.37;55.01;20.88
2020;01;04;18;00;3.29;88.00;1033.60;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;4.86;0.00;8.76;9.46;14.46;18.89;28.95;51.56;16.20
2020;01;04;19;00;2.20;87.00;1033.40;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;7.57;25.35;13.71;60.07;24.44;43.81;16.20
2020;01;04;20;00;1.67;81.00;1033.30;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;10.23;39.29;25.03;49.67;25.20;45.58;15.84
2020;01;04;21;00;1.27;81.00;1034.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;12.23;42.61;30.34;48.37;29.06;41.99;17.64
2020;01;04;22;00;0.76;85.00;1035.50;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;13.25;42.80;30.31;52.72;29.81;42.55;19.08
2020;01;04;23;00;0.37;87.00;1035.30;0.00;0.00;0.00;0.00;12.00;0.00;0.00;12.00;0.00;0.00;13.00;41.63;30.11;48.88;29.28;43.51;19.08
2020;01;05;00;00;0.13;89.00;1034.20;0.00;0.00;0.00;0.00;43.00;0.00;0.00;43.00;0.00;0.00;13.04;39.40;29.04;47.01;27.50;43.94;17.64
2020;01;05;01;00;-0.12;93.00;1035.30;0.00;0.00;0.00;0.00;100.00;0.00;0.00;100.00;0.00;0.00;12.77;40.43;28.31;48.61;26.25;42.22;24.12
2020;01;05;02;00;1.58;88.00;1035.00;0.00;0.00;0.00;0.00;75.00;0.00;0.00;75.00;0.00;0.00;5.19;33.69;10.01;37.69;33.61;45.87;22.32
2020;01;05;03;00;1.01;88.00;1034.20;0.00;0.00;0.00;0.00;62.00;0.00;0.00;62.00;0.00;0.00;10.50;30.96;24.49;41.42;40.99;43.93;22.68
2020;01;05;04;00;0.84;92.00;1035.10;0.00;0.00;0.00;0.00;46.00;0.00;0.00;46.00;0.00;0.00;18.58;44.22;34.30;50.96;42.55;47.40;30.96
2020;01;05;05;00;1.53;92.00;1035.60;0.00;0.00;0.00;0.00;100.00;0.00;0.00;100.00;0.00;0.00;17.58;34.99;29.28;43.51;39.48;46.85;33.12
2020;01;05;06;00;1.00;94.00;1035.90;0.00;0.00;0.00;0.00;100.00;0.00;0.00;100.00;0.00;0.00;16.30;30.53;26.55;40.60;38.97;43.13;31.68
2020;01;05;07;00;1.03;95.00;1035.30;0.00;0.00;0.00;0.00;100.00;0.00;0.00;100.00;0.00;0.00;17.58;34.99;27.75;45.53;38.69;45.00;33.48
2020;01;05;08;00;1.21;96.00;1034.90;0.00;0.00;0.00;0.00;100.00;0.00;0.00;100.00;0.00;0.00;19.91;40.60;28.79;47.53;36.66;45.80;30.60
2020;01;05;09;00;1.50;93.00;1034.60;0.00;0.00;0.00;0.00;100.00;0.00;0.00;100.00;0.00;13.35;20.97;39.43;28.26;44.48;34.88;46.25;29.88
2020;01;05;10;00;2.54;89.00;1034.40;0.00;0.00;0.00;0.00;100.00;0.00;0.00;100.00;0.00;91.67;22.69;41.78;27.75;44.47;32.86;47.22;27.72
2020;01;05;11;00;3.79;80.00;1034.90;0.00;0.00;0.00;0.00;100.00;0.00;0.00;100.00;0.00;199.36;22.66;44.36;26.25;47.78;31.32;46.40;27.00
2020;01;05;12;00;4.55;76.00;1034.20;0.00;0.00;0.00;0.00;34.00;0.00;0.00;34.00;0.00;310.61;22.40;45.00;25.31;50.19;32.35;42.75;26.64
2020;01;05;13;00;5.31;72.00;1032.70;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;38.30;358.67;22.66;45.64;25.86;51.22;35.90;43.78;28.08
2020;01;05;14;00;6.10;68.00;1032.70;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;60.00;343.54;18.58;45.78;21.95;48.99;33.90;41.99;28.80
2020;01;05;15;00;6.55;65.00;1032.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;60.00;283.91;23.42;43.75;29.57;47.96;41.25;43.59;29.88
2020;01;05;16;00;5.98;69.00;1032.50;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;60.00;184.23;25.26;40.96;34.13;43.29;36.55;50.19;28.80
2020;01;05;17;00;4.32;79.00;1032.70;0.00;0.00;0.00;0.00;29.00;0.00;0.00;29.00;60.00;60.52;20.09;36.25;30.93;39.81;33.56;54.61;25.20
2020;01;05;18;00;3.15;88.00;1033.30;0.00;0.00;0.00;0.00;58.00;0.00;0.00;58.00;4.06;0.00;17.67;33.37;28.90;39.44;29.66;56.89;21.96
2020;01;05;19;00;3.51;86.00;1031.90;0.00;0.00;0.00;0.00;100.00;0.00;0.00;100.00;0.00;0.00;17.58;34.99;29.60;41.05;24.41;52.79;25.20
2020;01;05;20;00;3.39;92.00;1032.40;0.00;0.00;0.00;0.00;100.00;0.00;0.00;100.00;0.00;0.00;16.42;37.87;25.98;42.75;20.24;51.50;25.56
2020;01;05;21;00;3.06;95.00;1033.50;0.00;0.00;0.00;0.00;100.00;0.00;0.00;100.00;0.00;0.00;12.39;35.54;20.63;42.88;13.90;53.43;16.92
2020;01;05;22;00;2.83;93.00;1033.40;0.00;0.00;0.00;0.00;100.00;0.00;0.00;100.00;0.00;0.00;9.20;30.58;15.58;40.31;10.09;55.18;12.96
2020;01;05;23;00;2.60;93.00;1033.50;0.00;0.00;0.00;0.00;100.00;0.00;0.00;100.00;0.00;0.00;8.23;23.20;12.39;35.54;6.61;60.64;13.32
