2020;01;13;14;00;7.46;51.00;1023.00;0.00;0.00;0.00;0.00;100.00;100.00;100.00;0.00;0.00;310.61;2.28;288.43;2.41;296.57;5.69;214.70;3.24
2020;01;13;15;00;8.26;49.00;1022.90;0.00;0.00;0.00;0.00;100.00;100.00;100.00;0.00;0.00;294.59;2.41;206.57;2.41;206.57;14.06;219.81;6.84
2020;01;13;16;00;8.85;51.00;1021.80;0.00;0.00;0.00;0.00;100.00;25.00;100.00;0.00;0.00;277.68;4.10;254.74;4.02;259.70;23.23;220.60;10.44
2020;01;13;17;00;8.95;53.00;1021.90;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;211.82;4.68;247.38;6.15;249.44;28.53;209.48;14.76
2020;01;13;18;00;8.40;51.00;1021.50;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;60.00;83.66;6.29;246.37;10.69;237.38;32.58;225.00;15.48
2020;01;13;19;00;6.94;54.00;1021.10;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;14.40;0.89;5.69;235.30;12.98;226.12;32.06;214.94;17.28
2020;01;13;20;00;4.69;58.00;1021.60;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;7.49;215.22;13.04;230.60;26.08;200.19;18.72
2020;01;13;21;00;2.84;61.00;1022.20;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;9.79;216.03;19.08;234.21;35.45;214.66;26.28
2020;01;13;22;00;2.52;58.00;1022.70;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;9.18;205.56;19.35;226.51;45.73;220.21;26.64
2020;01;13;23;00;2.36;63.00;1022.60;0.00;0.00;0.00;0.00;0.30;1.00;0.00;0.00;0.00;0.00;8.40;223.26;18.58;234.46;54.29;222.04;19.44
2020;01;14;00;00;1.78;65.00;1022.10;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;8.94;220.10;18.50;232.91;56.89;221.15;19.44
2020;01;14;01;00;1.62;62.00;1022.50;0.00;0.00;0.00;0.00;10.20;34.00;0.00;0.00;0.00;0.00;9.42;226.55;21.07;236.85;59.47;220.83;22.68
2020;01;14;02;00;1.19;70.00;1022.10;0.00;0.00;0.00;0.00;30.00;100.00;14.00;0.00;0.00;0.00;8.65;225.00;19.67;235.44;55.41;220.52;23.76
2020;01;14;03;00;1.33;71.00;1022.40;0.00;0.00;0.00;0.00;68.00;100.00;68.00;0.00;0.00;0.00;8.16;221.42;19.27;237.20;53.89;220.39;27.36
2020;01;14;04;00;1.77;66.00;1021.60;0.00;0.00;0.00;0.00;94.00;100.00;94.00;0.00;0.00;0.00;8.15;225.00;17.67;236.63;53.19;219.51;25.92
2020;01;14;05;00;1.71;64.00;1020.70;0.00;0.00;0.00;0.00;100.00;86.00;100.00;0.00;0.00;0.00;7.42;230.91;16.49;238.39;50.71;218.66;22.32
2020;01;14;06;00;1.20;63.00;1021.70;0.00;0.00;0.00;0.00;48.00;1.00;48.00;0.00;0.00;0.00;9.18;244.44;18.51;243.43;49.39;216.70;25.56
2020;01;14;07;00;0.69;60.00;1022.00;0.00;0.00;0.00;0.00;8.40;28.00;0.00;0.00;0.00;0.00;8.94;229.90;19.47;236.31;51.34;217.59;21.60
2020;01;14;08;00;0.40;60.00;1021.80;0.00;0.00;0.00;0.00;36.00;24.00;36.00;0.00;0.00;0.00;8.29;235.62;17.73;240.83;51.78;218.22;21.24
2020;01;14;09;00;0.11;66.00;1021.80;0.00;0.00;0.00;0.00;18.00;30.00;18.00;0.00;0.00;0.00;8.59;236.98;18.53;240.95;49.68;216.45;21.24
2020;01;14;10;00;0.66;67.00;1022.10;0.00;0.00;0.00;0.00;60.00;39.00;60.00;0.00;37.96;30.26;8.59;236.98;19.00;242.95;50.38;219.49;21.96
2020;01;14;11;00;3.22;63.00;1022.70;0.00;0.00;0.00;0.00;42.00;30.00;42.00;0.00;21.70;161.98;10.99;238.39;17.23;243.97;53.07;221.15;21.96
2020;01;14;12;00;6.18;56.00;1022.10;0.00;0.00;0.00;0.00;100.00;37.00;100.00;0.00;33.19;234.96;13.98;235.49;19.30;233.34;54.56;221.79;24.84
2020;01;14;13;00;8.86;44.00;1021.00;0.00;0.00;0.00;0.00;38.00;30.00;38.00;0.00;0.00;318.62;19.64;228.72;23.95;227.44;54.39;220.44;28.44
2020;01;14;14;00;10.44;40.00;1019.90;0.00;0.00;0.00;0.00;47.00;11.00;47.00;0.00;35.74;384.48;20.39;222.14;24.52;220.24;54.99;219.42;31.68
2020;01;14;15;00;11.19;40.00;1019.70;0.00;0.00;0.00;0.00;66.00;13.00;66.00;0.00;30.00;372.02;21.48;219.56;25.08;219.17;49.34;215.20;31.68
2020;01;14;16;00;11.22;42.00;1019.70;0.00;0.00;0.00;0.00;18.00;18.00;18.00;0.00;17.87;315.95;21.71;220.29;26.37;218.90;46.87;216.25;32.76
2020;01;14;17;00;10.69;45.00;1020.20;0.00;0.00;0.00;0.00;4.50;15.00;2.00;0.00;48.51;219.83;19.59;216.03;25.78;215.91;49.76;217.95;29.52
2020;01;14;18;00;9.34;46.00;1020.50;0.00;0.00;0.00;0.00;3.30;11.00;0.00;0.00;57.13;93.45;15.50;210.74;24.16;213.45;51.39;219.60;25.92
2020;01;14;19;00;7.25;46.00;1020.80;0.00;0.00;0.00;0.00;29.00;22.00;29.00;0.00;15.12;0.89;10.99;211.61;20.01;210.26;49.42;218.79;20.88
2020;01;14;20;00;5.27;53.00;1021.60;0.00;0.00;0.00;0.00;23.00;21.00;23.00;0.00;0.00;0.00;8.16;221.42;16.04;225.91;48.69;218.40;19.80
2020;01;14;21;00;3.50;66.00;1021.60;0.00;0.00;0.00;0.00;2.40;8.00;0.00;0.00;0.00;0.00;7.99;234.16;16.08;235.95;47.29;219.75;18.00
2020;01;14;22;00;2.96;65.00;1021.60;0.00;0.00;0.00;0.00;2.10;7.00;0.00;0.00;0.00;0.00;7.93;230.53;16.43;241.19;45.73;220.21;18.72
2020;01;14;23;00;3.08;54.00;1021.60;0.00;0.00;0.00;0.00;2.10;7.00;0.00;0.00;0.00;0.00;8.71;231.71;19.65;241.56;51.31;220.73;20.16
2020;01;15;00;00;3.11;56.00;1021.60;0.00;0.00;0.00;0.00;0.30;1.00;0.00;0.00;0.00;0.00;10.01;232.31;23.66;236.79;64.69;223.20;27.00
2020;01;15;01;00;2.79;63.00;1021.90;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;11.48;228.81;24.57;235.15;68.09;218.99;27.36
2020;01;15;02;00;2.07;66.00;1022.80;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;10.30;233.53;23.07;235.81;74.00;221.05;28.44
2020;01;15;03;00;2.15;64.00;1023.30;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;11.30;232.77;24.99;233.79;75.13;219.95;30.96
2020;01;15;04;00;2.09;68.00;1022.90;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;10.23;230.71;23.62;232.43;73.89;219.66;30.96
2020;01;15;05;00;1.65;72.00;1022.20;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;9.50;232.70;21.77;235.78;65.90;218.12;29.16
2020;01;15;06;00;1.24;72.00;1023.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;8.50;233.62;19.20;239.59;59.04;217.57;28.44
2020;01;15;07;00;0.71;74.00;1023.40;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;8.22;241.19;17.73;246.04;50.90;216.95;24.12
2020;01;15;08;00;0.79;71.00;1022.60;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;7.29;237.09;15.79;245.77;50.33;217.44;21.96
2020;01;15;09;00;0.99;67.00;1022.50;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;7.90;239.93;16.92;246.16;52.92;219.76;21.60
2020;01;15;10;00;1.33;64.00;1023.60;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;47.51;26.70;8.29;235.62;18.19;242.93;60.49;220.90;22.32
2020;01;15;11;00;3.01;65.00;1023.10;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;60.00;154.86;8.37;244.54;17.25;246.64;63.34;220.39;25.56
2020;01;15;12;00;5.72;61.00;1023.10;0.00;0.00;0.00;0.00;2.40;8.00;0.00;0.00;60.00;275.90;12.07;243.43;16.27;245.14;68.49;223.94;31.32
2020;01;15;13;00;8.48;47.00;1022.90;0.00;0.00;0.00;0.00;5.10;17.00;0.00;0.00;58.47;359.56;19.51;232.50;24.80;230.30;71.97;220.94;36.36
2020;01;15;14;00;9.66;53.00;1022.70;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;56.74;386.26;24.76;220.87;30.42;219.72;66.47;219.73;40.68
2020;01;15;15;00;10.93;54.00;1022.80;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;60.00;369.35;24.72;227.95;29.30;227.49;45.87;227.54;43.20
2020;01;15;16;00;11.01;55.00;1023.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;60.00;311.50;26.55;220.60;32.18;220.46;49.41;223.23;42.12
2020;01;15;17;00;10.58;59.00;1023.40;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;60.00;214.49;21.61;209.98;28.09;210.84;51.95;219.09;36.36
2020;01;15;18;00;9.56;65.00;1024.10;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;60.00;87.22;15.26;199.29;23.26;201.80;48.26;220.46;28.44
2020;01;15;19;00;7.56;70.00;1025.30;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;16.95;0.89;11.18;183.69;19.01;198.78;50.66;224.14;27.36
2020;01;15;20;00;5.53;72.00;1025.90;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;11.16;180.00;15.46;207.76;54.24;223.66;22.68
2020;01;15;21;00;5.01;71.00;1026.60;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;10.45;181.97;15.14;208.39;50.41;224.42;21.60
2020;01;15;22;00;5.02;68.00;1028.30;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;8.31;184.97;12.89;215.91;48.12;225.91;20.52
2020;01;15;23;00;4.91;68.00;1029.40;0.00;0.00;0.00;0.00;32.00;0.00;0.00;32.00;0.00;0.00;8.76;189.46;11.72;222.51;47.99;229.26;19.80
2020;01;16;00;00;5.26;68.00;1029.70;0.00;0.00;0.00;0.00;100.00;0.00;0.00;100.00;0.00;0.00;9.42;186.58;14.57;219.99;49.87;230.57;19.80
2020;01;16;01;00;6.11;69.00;1029.90;0.00;0.00;0.00;0.00;100.00;0.00;0.00;100.00;0.00;0.00;8.71;187.13;13.61;217.48;49.09;230.36;12.60
2020;01;16;02;00;6.04;71.00;1029.80;0.00;0.00;0.00;0.00;27.00;10.00;0.00;27.00;0.00;0.00;7.95;185.19;11.25;219.81;44.71;229.90;15.84
2020;01;16;03;00;5.60;73.00;1029.90;0.00;0.00;0.00;0.00;25.00;12.00;0.00;25.00;0.00;0.00;6.84;180.00;9.39;175.60;14.40;233.13;7.92
2020;01;16;04;00;5.29;72.00;1029.40;0.00;0.00;0.00;0.00;12.00;13.00;5.00;12.00;0.00;0.00;4.10;195.26;7.95;174.81;9.45;220.36;3.96
2020;01;16;05;00;4.84;76.00;1029.20;0.00;0.00;0.00;0.00;15.00;7.00;4.00;15.00;0.00;0.00;2.90;262.87;4.07;225.00;5.82;201.80;3.24
2020;01;16;06;00;4.42;84.00;1029.60;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;1.48;255.96;1.80;233.13;3.42;161.57;2.16
2020;01;16;07;00;3.79;88.00;1029.70;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;180.00;0.36;180.00;3.10;125.54;1.08
2020;01;16;08;00;3.77;86.00;1029.60;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;180.00;1.14;198.43;2.19;80.54;1.08
2020;01;16;09;00;3.58;83.00;1029.80;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;1.61;206.57;3.10;215.54;4.39;55.01;1.80
2020;01;16;10;00;3.55;79.00;1030.10;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;48.11;26.70;2.10;210.96;3.83;221.19;6.61;60.64;1.44
2020;01;16;11;00;4.32;74.00;1030.50;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;60.00;151.30;2.10;239.04;4.33;228.37;8.53;62.35;1.44
2020;01;16;12;00;6.06;74.00;1030.20;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;60.00;265.22;2.55;278.13;4.74;261.25;6.99;55.49;2.88
2020;01;16;13;00;7.56;73.00;1029.30;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;60.00;345.32;1.44;270.00;2.97;255.96;4.02;63.43;2.16
2020;01;16;14;00;8.76;70.00;1028.90;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;60.00;380.92;1.80;323.13;2.41;296.57;1.44;90.00;2.16
2020;01;16;15;00;9.75;64.00;1028.20;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;60.00;370.24;2.10;210.96;2.10;210.96;5.35;199.65;2.16
2020;01;16;16;00;10.24;60.00;1027.40;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;60.00;313.28;2.90;277.13;2.90;277.13;9.02;208.61;5.40
2020;01;16;17;00;10.28;62.00;1027.10;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;60.00;215.38;3.62;275.71;3.76;286.70;12.50;221.50;6.12
2020;01;16;18;00;9.81;64.00;1026.70;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;60.00;89.89;2.16;270.00;2.16;270.00;15.28;214.44;2.16
2020;01;16;19;00;8.94;67.00;1026.60;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;18.26;1.78;1.08;180.00;0.80;153.43;15.63;208.93;1.44
2020;01;16;20;00;8.30;68.00;1026.40;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;1.02;225.00;1.08;180.00;15.38;212.57;1.08
2020;01;16;21;00;7.13;70.00;1026.30;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;3.71;209.05;4.10;217.87;18.58;211.53;3.24
2020;01;16;22;00;6.18;70.00;1027.20;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;5.96;205.02;6.64;229.40;28.80;216.87;6.48
2020;01;16;23;00;5.39;68.00;1027.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;7.09;203.96;8.59;236.98;38.30;216.98;11.88
2020;01;17;00;00;4.71;66.00;1026.60;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;6.95;201.25;9.29;234.46;45.06;224.68;14.40
2020;01;17;01;00;4.32;65.00;1026.40;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;7.42;219.09;11.79;238.74;56.26;224.74;20.52
2020;01;17;02;00;4.02;66.00;1025.90;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;8.71;218.29;14.19;234.29;53.89;220.39;19.44
2020;01;17;03;00;3.88;70.00;1026.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;8.21;195.26;10.83;201.45;31.39;220.82;18.00
2020;01;17;04;00;3.29;72.00;1026.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;5.32;208.30;6.70;233.75;37.51;217.20;14.76
2020;01;17;05;00;2.73;76.00;1026.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;7.49;234.78;11.73;252.12;33.27;215.75;11.52
2020;01;17;06;00;2.71;74.00;1025.70;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;7.49;234.78;10.83;254.58;38.74;217.83;13.32
2020;01;17;07;00;2.41;67.00;1025.80;0.00;0.00;0.00;0.00;0.90;3.00;0.00;0.00;0.00;0.00;6.13;229.76;8.65;253.07;38.55;214.73;9.36
2020;01;17;08;00;2.22;63.00;1025.50;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;6.19;234.46;8.31;252.35;37.59;216.43;9.72
2020;01;17;09;00;2.25;62.00;1024.80;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;6.11;225.00;7.42;247.17;33.55;213.18;9.72
2020;01;17;10;00;3.12;58.00;1024.30;0.00;0.00;0.00;0.00;6.00;14.00;0.00;6.00;48.76;32.93;6.64;229.40;7.29;249.78;35.43;217.57;20.16
2020;01;17;11;00;4.17;65.00;1023.50;0.00;0.00;0.00;0.00;100.00;100.00;100.00;100.00;56.17;145.07;5.40;233.13;5.15;245.22;36.95;215.08;19.08
2020;01;17;12;00;6.40;64.00;1023.20;0.00;0.00;0.00;0.00;100.00;100.00;100.00;100.00;0.00;175.33;5.35;222.27;4.21;250.02;33.86;215.04;12.24
2020;01;17;13;00;7.71;63.00;1022.10;0.00;0.00;0.00;0.00;100.00;16.00;100.00;100.00;0.00;138.84;5.40;233.13;6.62;247.62;34.78;216.16;14.40
2020;01;17;14;00;6.93;72.00;1021.50;0.30;0.50;0.00;0.00;100.00;0.00;100.00;100.00;0.00;82.77;9.06;263.16;12.96;268.41;31.56;214.78;22.32
2020;01;17;15;00;6.15;86.00;1022.30;0.90;1.70;0.00;0.00;100.00;0.00;100.00;100.00;0.00;56.96;14.53;228.01;19.96;230.86;36.16;234.73;21.96
2020;01;17;16;00;6.87;83.00;1022.70;1.50;2.40;0.00;0.00;100.00;0.00;100.00;100.00;0.00;50.73;13.45;195.52;16.07;195.59;36.92;246.43;27.72
2020;01;17;17;00;7.33;78.00;1022.70;0.20;1.60;0.00;0.00;100.00;75.00;100.00;100.00;0.00;72.98;15.14;208.39;17.78;211.76;28.69;252.47;21.96
2020;01;17;18;00;6.94;80.00;1023.30;0.20;0.90;0.00;0.00;100.00;100.00;100.00;100.00;0.00;10.68;14.59;195.75;18.69;195.64;19.24;287.42;17.64
2020;01;17;19;00;6.52;79.00;1023.90;0.20;0.90;0.00;0.00;100.00;100.00;100.00;100.00;0.00;0.00;10.66;191.69;12.43;190.01;17.65;286.59;12.96
2020;01;17;20;00;6.01;83.00;1024.60;0.00;0.70;0.00;0.00;100.00;96.00;100.00;100.00;0.00;0.00;10.04;194.53;9.69;195.07;21.40;282.63;12.60
2020;01;17;21;00;5.59;88.00;1025.00;0.00;1.00;0.00;0.00;100.00;100.00;100.00;100.00;0.00;0.00;9.96;192.53;10.48;195.95;21.53;290.56;16.56
2020;01;17;22;00;5.54;88.00;1025.70;0.00;1.20;0.00;0.00;100.00;100.00;100.00;100.00;0.00;0.00;11.17;200.77;13.00;221.63;33.16;302.14;17.64
2020;01;17;23;00;5.86;84.00;1026.60;0.00;1.20;0.00;0.00;100.00;82.00;100.00;100.00;0.00;0.00;10.80;216.87;13.09;238.50;44.16;310.70;21.24
2020;01;18;00;00;6.30;75.00;1026.70;0.00;0.80;0.00;0.00;100.00;100.00;100.00;100.00;0.00;0.00;8.65;267.61;14.51;293.39;43.28;314.33;19.80
2020;01;18;01;00;6.35;68.00;1027.00;0.00;0.50;0.00;0.00;100.00;83.00;100.00;19.00;0.00;0.00;9.78;276.34;16.31;292.04;40.99;316.07;18.36
2020;01;18;02;00;5.89;68.00;1027.80;0.00;0.30;0.00;0.00;5.00;4.00;5.00;2.00;0.00;0.00;7.86;254.05;11.72;280.62;39.48;316.85;10.08
2020;01;18;03;00;3.97;81.00;1029.30;0.00;0.30;0.00;0.00;83.00;2.00;2.00;83.00;0.00;0.00;10.16;202.93;13.55;219.61;12.32;276.71;16.92
2020;01;18;04;00;3.79;82.00;1029.70;0.00;0.10;0.00;0.00;100.00;0.00;0.00;100.00;0.00;0.00;9.83;203.75;20.11;224.27;15.11;282.38;13.68
2020;01;18;05;00;3.98;84.00;1029.10;0.00;0.20;0.00;0.00;60.00;0.00;0.00;60.00;0.00;0.00;11.20;225.00;16.78;234.61;20.37;313.57;15.12
2020;01;18;06;00;2.10;93.00;1029.30;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;9.09;236.31;10.46;266.05;16.55;315.88;14.04
2020;01;18;07;00;1.37;92.00;1029.40;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;7.49;215.22;6.19;305.54;11.97;316.22;9.72
2020;01;18;08;00;1.45;86.00;1030.60;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;7.70;217.41;4.69;265.60;8.94;310.10;10.08
2020;01;18;09;00;1.51;85.00;1030.50;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;5.19;213.69;7.24;243.43;6.03;287.35;8.28
2020;01;18;10;00;1.72;85.00;1030.50;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;49.44;30.26;3.08;200.56;4.02;259.70;4.10;254.74;3.96
2020;01;18;11;00;2.70;84.00;1030.90;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;60.00;161.09;3.22;243.43;3.60;270.00;2.97;255.96;1.80
2020;01;18;12;00;4.10;75.00;1030.70;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;60.00;278.57;4.02;259.70;4.68;270.00;3.98;264.81;2.52
2020;01;18;13;00;5.07;68.00;1029.10;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;60.00;360.45;3.67;258.69;3.96;270.00;4.90;287.10;3.60
2020;01;18;14;00;5.87;62.00;1028.90;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;60.00;400.50;1.08;270.00;1.61;296.57;5.24;344.05;2.16
2020;01;18;15;00;6.69;58.00;1028.90;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;60.00;387.15;3.62;5.71;3.60;360.00;6.16;353.29;3.96
2020;01;18;16;00;6.97;55.00;1028.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;60.00;329.30;4.84;41.99;4.20;30.96;6.29;23.63;6.84
