2020;01;18;17;00;6.96;56.00;1027.60;0.00;0.00;0.00;0.00;1.00;0.00;1.00;0.00;60.00;237.63;7.59;31.43;7.24;26.57;10.32;29.25;9.72
2020;01;18;18;00;6.28;61.00;1027.30;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;59.36;101.46;11.21;47.60;15.27;45.00;17.94;38.48;12.96
2020;01;18;19;00;5.16;70.00;1027.50;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;20.91;2.67;13.10;52.82;18.67;50.48;19.08;58.11;15.48
2020;01;18;20;00;4.43;70.00;1026.50;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;15.04;47.91;21.92;47.66;28.90;50.56;19.44
2020;01;18;21;00;4.49;72.00;1026.50;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;20.63;47.12;32.96;49.87;37.29;49.70;25.20
2020;01;18;22;00;4.38;80.00;1027.70;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;25.23;42.11;37.43;43.83;42.18;50.19;30.24
2020;01;18;23;00;4.02;80.00;1027.20;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;29.81;42.55;42.55;42.60;49.93;51.15;35.28
2020;01;19;00;00;3.67;83.00;1026.60;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;28.62;39.90;39.83;40.60;48.58;50.41;34.56
2020;01;19;01;00;3.69;81.00;1027.70;0.00;0.00;0.00;0.00;4.20;14.00;3.00;0.00;0.00;0.00;30.70;39.29;42.22;39.12;52.60;49.44;36.36
2020;01;19;02;00;3.24;86.00;1027.10;0.00;0.00;0.00;0.00;9.00;17.00;9.00;0.00;0.00;0.00;30.11;41.12;41.80;42.21;53.81;51.52;36.72
2020;01;19;03;00;2.92;85.00;1027.50;0.00;0.00;0.00;0.00;30.00;32.00;30.00;0.00;0.00;0.00;19.01;37.30;29.84;41.58;44.91;48.90;34.56
2020;01;19;04;00;2.93;82.00;1028.60;0.00;0.00;0.00;0.00;100.00;46.00;100.00;0.00;0.00;0.00;28.90;39.44;41.59;41.14;48.94;47.98;37.08
2020;01;19;05;00;2.50;83.00;1028.80;0.00;0.00;0.00;0.00;100.00;92.00;100.00;0.00;0.00;0.00;31.12;41.25;42.31;42.24;57.61;48.04;39.24
2020;01;19;06;00;2.23;85.00;1028.80;0.00;0.00;0.00;0.00;100.00;79.00;100.00;6.00;0.00;0.00;35.70;41.73;47.92;41.96;64.08;49.33;44.28
2020;01;19;07;00;2.30;83.00;1029.00;0.00;0.00;0.00;0.00;100.00;83.00;100.00;3.00;0.00;0.00;38.68;38.58;50.71;38.66;65.84;48.99;43.92
2020;01;19;08;00;2.24;82.00;1029.10;0.00;0.00;0.00;0.00;100.00;61.00;100.00;3.00;0.00;0.00;41.49;38.66;54.31;38.54;66.99;46.96;46.44
2020;01;19;09;00;1.94;83.00;1029.30;0.00;0.00;0.00;0.00;100.00;10.00;100.00;4.00;0.00;0.00;44.16;40.70;57.48;40.17;73.40;47.78;52.92
2020;01;19;10;00;2.00;81.00;1029.80;0.00;0.00;0.00;0.00;71.00;8.00;71.00;10.00;0.00;35.60;47.11;38.80;60.44;38.71;79.11;49.06;54.72
2020;01;19;11;00;2.53;77.00;1030.70;0.00;0.00;0.00;0.00;5.00;0.00;5.00;0.00;14.68;155.75;48.75;37.80;61.79;38.14;81.69;49.29;57.24
2020;01;19;12;00;3.27;72.00;1030.60;0.00;0.00;0.00;0.00;10.00;0.00;0.00;10.00;56.81;283.91;49.04;37.54;61.29;38.08;81.13;50.94;56.52
2020;01;19;13;00;4.02;67.00;1030.00;0.00;0.00;0.00;0.00;10.00;0.00;0.00;10.00;53.62;355.11;50.77;38.09;63.03;38.51;78.18;49.86;57.24
2020;01;19;14;00;4.80;61.00;1030.60;0.00;0.00;0.00;0.00;10.00;0.00;0.00;10.00;53.62;389.82;49.79;40.60;61.23;41.19;74.35;49.91;55.80
2020;01;19;15;00;5.30;56.00;1031.60;0.00;0.00;0.00;0.00;10.00;0.00;0.00;10.00;53.62;377.36;45.14;41.44;57.10;41.93;65.68;45.89;55.08
2020;01;19;16;00;5.36;56.00;1031.90;0.00;0.00;0.00;0.00;10.00;0.00;0.00;10.00;53.62;321.29;46.67;41.56;58.85;42.77;67.33;48.47;54.36
2020;01;19;17;00;5.05;58.00;1032.60;0.00;0.00;0.00;0.00;10.00;0.00;0.00;10.00;53.62;222.50;45.49;39.86;57.95;40.72;65.29;48.58;53.64
2020;01;19;18;00;4.19;63.00;1032.50;0.00;0.00;0.00;0.00;10.00;0.00;0.00;10.00;53.62;99.68;46.05;39.29;60.02;40.38;70.06;50.42;53.28
2020;01;19;19;00;3.45;69.00;1033.40;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;19.89;3.56;46.00;39.92;60.72;41.15;75.12;54.56;54.72
2020;01;19;20;00;3.01;75.00;1034.40;0.00;0.00;0.00;0.00;10.00;0.00;0.00;10.00;0.00;0.00;45.60;42.76;60.34;43.79;76.13;58.34;54.72
2020;01;19;21;00;2.71;79.00;1034.70;0.00;0.00;0.00;0.00;10.00;0.00;0.00;10.00;0.00;0.00;45.36;42.43;59.59;43.53;78.11;57.99;54.36
2020;01;19;22;00;2.70;79.00;1035.20;0.00;0.00;0.00;0.00;10.00;0.00;0.00;10.00;0.00;0.00;46.60;43.43;61.35;44.29;75.94;58.57;55.08
2020;01;19;23;00;2.35;81.00;1035.40;0.00;0.00;0.00;0.00;10.00;0.00;0.00;10.00;0.00;0.00;46.84;45.62;62.15;46.88;78.96;58.99;56.52
