2020;01;06;14;00;6.41;72.00;1028.90;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;60.00;362.23;2.74;246.80;2.19;260.54;34.25;219.88;14.04
2020;01;06;15;00;7.79;67.00;1028.30;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;60.00;347.10;3.42;251.57;2.55;261.87;36.60;219.01;12.60
2020;01;06;16;00;9.01;61.00;1027.30;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;60.00;287.47;3.26;263.66;2.88;270.00;36.15;218.13;14.40
2020;01;06;17;00;9.35;60.00;1028.10;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;60.00;186.90;2.52;270.00;2.16;270.00;35.93;217.67;13.32
2020;01;06;18;00;8.86;57.00;1027.80;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;60.00;62.30;4.68;270.00;6.13;266.63;35.26;220.03;14.40
2020;01;06;19;00;7.43;59.00;1027.10;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;6.29;0.00;5.63;243.43;10.14;242.53;34.17;221.58;16.20
2020;01;06;20;00;6.53;53.00;1027.80;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;6.64;220.60;11.61;240.26;34.37;223.73;16.56
2020;01;06;21;00;5.74;51.00;1027.80;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;7.99;215.84;13.36;242.74;34.88;226.25;18.72
2020;01;06;22;00;4.69;57.00;1028.80;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;9.22;218.66;18.58;238.47;37.02;229.34;20.88
2020;01;06;23;00;4.45;59.00;1029.10;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;10.00;210.26;21.60;233.13;39.28;228.72;18.36
2020;01;07;00;00;4.94;61.00;1028.60;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;9.83;203.75;19.62;227.23;37.17;225.78;18.00
2020;01;07;01;00;5.04;62.00;1028.50;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;9.51;209.48;17.61;229.14;32.84;224.56;16.56
2020;01;07;02;00;4.76;65.00;1028.80;0.00;0.00;0.00;0.00;6.60;22.00;0.00;0.00;0.00;0.00;9.34;207.55;18.34;226.59;27.66;231.34;19.08
2020;01;07;03;00;4.86;67.00;1028.60;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;8.56;202.25;16.55;224.12;19.48;242.49;14.40
2020;01;07;04;00;4.61;68.00;1027.90;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;7.86;195.95;14.53;228.01;9.73;272.12;13.68
2020;01;07;05;00;4.44;69.00;1028.10;0.00;0.00;0.00;0.00;2.40;8.00;0.00;0.00;0.00;0.00;5.94;194.04;9.39;237.53;5.62;309.81;5.04
2020;01;07;06;00;4.61;68.00;1028.70;0.00;0.00;0.00;0.00;3.30;11.00;0.00;0.00;0.00;0.00;4.32;180.00;4.69;237.53;7.64;315.00;5.04
2020;01;07;07;00;4.09;72.00;1029.20;0.00;0.00;0.00;0.00;4.80;16.00;0.00;0.00;0.00;0.00;5.32;208.30;5.12;230.71;11.79;301.26;6.12
2020;01;07;08;00;3.79;80.00;1028.80;0.00;0.00;0.00;0.00;6.90;23.00;0.00;0.00;0.00;0.00;7.20;216.87;8.91;255.96;11.75;297.35;6.12
2020;01;07;09;00;3.95;84.00;1028.60;0.00;0.00;0.00;0.00;7.00;19.00;0.00;7.00;0.00;0.00;7.42;202.83;9.34;242.45;9.89;213.11;5.76
2020;01;07;10;00;3.94;83.00;1029.00;0.00;0.00;0.00;0.00;4.20;14.00;0.00;0.00;40.95;24.92;6.13;220.24;8.53;242.35;9.18;205.56;7.20
2020;01;07;11;00;4.06;79.00;1028.90;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;57.32;149.52;5.69;235.30;8.94;229.90;6.62;202.38;7.56
2020;01;07;12;00;6.00;76.00;1029.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;60.00;253.65;7.49;234.78;8.77;250.82;4.02;206.57;6.84
2020;01;07;13;00;7.92;66.00;1028.60;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;60.00;330.19;7.79;236.31;8.70;245.56;2.19;189.46;6.84
2020;01;07;14;00;8.75;65.00;1029.20;0.00;0.00;0.00;0.00;8.40;28.00;0.00;0.00;60.00;369.35;2.81;309.81;3.05;315.00;1.44;270.00;1.80
2020;01;07;15;00;9.41;61.00;1029.40;0.00;0.00;0.00;0.00;1.50;5.00;0.00;0.00;54.64;353.33;1.80;323.13;2.10;329.04;3.60;270.00;2.52
2020;01;07;16;00;9.64;62.00;1029.10;0.00;0.00;0.00;0.00;10.20;34.00;8.00;0.00;59.04;299.04;1.61;26.57;1.80;360.00;3.62;264.29;1.80
2020;01;07;17;00;9.33;65.00;1029.20;0.00;0.00;0.00;0.00;7.00;22.00;7.00;0.00;53.49;199.36;4.69;32.47;4.68;22.62;3.60;270.00;5.04
2020;01;07;18;00;8.27;71.00;1029.30;0.00;0.00;0.00;0.00;30.00;0.00;30.00;0.00;55.53;72.09;5.90;37.57;5.99;32.74;4.55;251.57;3.60
2020;01;07;19;00;7.47;76.00;1029.30;0.00;0.00;0.00;0.00;5.00;0.00;5.00;0.00;5.01;0.00;4.61;51.34;4.58;45.00;3.67;258.69;3.96
2020;01;07;20;00;6.84;79.00;1029.90;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;2.90;60.26;3.08;69.44;2.88;270.00;4.68
2020;01;07;21;00;6.38;82.00;1030.20;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;2.90;97.13;3.98;95.19;1.02;315.00;4.68
2020;01;07;22;00;5.87;83.00;1031.20;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;3.96;90.00;3.96;90.00;3.60;53.13;5.04
2020;01;07;23;00;5.61;82.00;1031.90;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;1.53;45.00;1.80;36.87;5.50;58.39;3.60
2020;01;08;00;00;4.86;84.00;1030.90;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;1.14;251.57;1.44;270.00;5.00;59.74;1.80
2020;01;08;01;00;4.27;86.00;1030.80;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;3.10;215.54;2.31;231.34;3.55;66.04;1.80
2020;01;08;02;00;3.71;87.00;1031.20;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;3.32;192.53;2.74;203.20;3.88;68.20;1.44
2020;01;08;03;00;3.39;88.00;1031.50;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;2.55;188.13;3.24;180.00;5.62;39.81;0.72
2020;01;08;04;00;3.05;88.00;1030.20;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;3.32;192.53;5.41;183.81;5.69;34.70;2.88
2020;01;08;05;00;3.01;87.00;1029.60;0.00;0.00;0.00;0.00;1.50;5.00;0.00;0.00;0.00;0.00;2.74;203.20;4.80;192.99;6.99;34.51;2.16
2020;01;08;06;00;2.75;88.00;1030.00;0.00;0.00;0.00;0.00;11.00;23.00;0.00;11.00;0.00;0.00;4.07;225.00;5.15;204.78;6.70;36.25;3.24
2020;01;08;07;00;2.46;89.00;1030.90;0.00;0.00;0.00;0.00;18.00;45.00;0.00;18.00;0.00;0.00;4.33;228.37;5.40;216.87;7.73;27.76;3.60
2020;01;08;08;00;2.43;90.00;1031.20;0.00;0.00;0.00;0.00;30.00;100.00;0.00;22.00;0.00;0.00;4.10;217.87;4.90;216.03;9.20;30.58;3.24
2020;01;08;09;00;2.50;88.00;1031.30;0.00;0.00;0.00;0.00;67.00;100.00;67.00;20.00;0.00;0.00;4.10;232.13;5.00;239.74;9.22;38.66;3.24
2020;01;08;10;00;2.70;87.00;1031.60;0.00;0.00;0.00;0.00;100.00;100.00;100.00;19.00;12.78;24.03;4.33;221.63;5.00;239.74;9.20;30.58;3.60
2020;01;08;11;00;3.62;83.00;1031.50;0.00;0.00;0.00;0.00;100.00;100.00;100.00;0.00;0.00;135.28;3.56;225.00;3.89;236.31;9.34;27.55;2.52
2020;01;08;12;00;5.43;72.00;1031.70;0.00;0.00;0.00;0.00;70.00;34.00;70.00;0.00;0.00;241.19;2.10;239.04;2.28;251.57;9.09;33.69;1.44
2020;01;08;13;00;6.48;67.00;1030.40;0.00;0.00;0.00;0.00;68.00;38.00;68.00;2.00;15.32;258.99;1.48;255.96;1.80;270.00;7.10;30.47;1.44
2020;01;08;14;00;9.04;60.00;1030.10;0.00;0.00;0.00;0.00;19.00;10.00;19.00;0.00;16.60;365.79;3.55;203.96;1.80;216.87;7.29;249.78;5.04
2020;01;08;15;00;10.35;57.00;1030.40;0.00;0.00;0.00;0.00;57.00;21.00;57.00;0.00;47.87;348.88;3.10;215.54;0.80;243.43;10.50;247.83;5.76
2020;01;08;16;00;11.15;52.00;1030.30;0.00;0.00;0.00;0.00;28.00;25.00;0.00;28.00;23.62;292.81;4.10;217.87;2.74;246.80;12.90;239.86;7.56
2020;01;08;17;00;11.39;50.00;1030.10;0.00;0.00;0.00;0.00;100.00;11.00;0.00;100.00;42.13;180.67;3.83;221.19;3.08;249.44;13.10;232.82;6.48
2020;01;08;18;00;10.83;51.00;1029.90;0.00;0.00;0.00;0.00;100.00;3.00;0.00;100.00;0.00;51.62;2.74;203.20;2.97;255.96;10.95;226.33;5.40
2020;01;08;19;00;10.24;52.00;1029.90;0.00;0.00;0.00;0.00;100.00;10.00;0.00;100.00;0.00;0.00;3.10;215.54;4.33;265.24;9.93;223.53;5.40
2020;01;08;20;00;9.64;52.00;1029.40;0.00;0.00;0.00;0.00;100.00;21.00;0.00;100.00;0.00;0.00;3.40;212.01;3.88;248.20;9.67;225.00;5.04
2020;01;08;21;00;9.22;50.00;1030.00;0.00;0.00;0.00;0.00;100.00;15.00;0.00;100.00;0.00;0.00;4.07;225.00;4.58;225.00;9.29;234.46;5.76
2020;01;08;22;00;9.04;46.00;1030.90;0.00;0.00;0.00;0.00;100.00;22.00;0.00;100.00;0.00;0.00;4.83;206.57;5.15;192.09;8.50;233.62;6.12
2020;01;08;23;00;8.96;41.00;1029.80;0.00;0.00;0.00;0.00;100.00;27.00;0.00;100.00;0.00;0.00;4.55;198.43;4.69;184.40;9.18;228.18;5.04
2020;01;09;00;00;8.87;37.00;1029.10;0.00;0.00;0.00;0.00;100.00;36.00;0.00;100.00;0.00;0.00;4.68;202.62;4.68;202.62;9.67;225.00;5.04
2020;01;09;01;00;8.80;35.00;1029.10;0.00;0.00;0.00;0.00;100.00;26.00;0.00;100.00;0.00;0.00;4.68;202.62;4.33;228.37;9.93;223.53;5.76
2020;01;09;02;00;8.67;36.00;1028.90;0.00;0.00;0.00;0.00;100.00;23.00;0.00;100.00;0.00;0.00;5.00;210.26;4.84;228.01;11.46;223.73;6.48
2020;01;09;03;00;8.48;39.00;1028.90;0.00;0.00;0.00;0.00;100.00;28.00;0.00;100.00;0.00;0.00;4.61;218.66;4.69;237.53;11.71;225.00;6.12
2020;01;09;04;00;8.27;41.00;1028.20;0.00;0.00;0.00;0.00;100.00;22.00;0.00;100.00;0.00;0.00;4.84;221.99;4.90;233.97;11.53;218.66;6.12
2020;01;09;05;00;8.16;41.00;1027.60;0.00;0.00;0.00;0.00;100.00;20.00;0.00;100.00;0.00;0.00;5.09;225.00;5.40;233.13;11.38;214.70;6.48
2020;01;09;06;00;8.15;39.00;1027.50;0.00;0.00;0.00;0.00;100.00;23.00;0.00;100.00;0.00;0.00;5.12;219.29;6.49;236.31;11.09;215.75;7.56
2020;01;09;07;00;8.06;37.00;1027.00;0.00;0.00;0.00;0.00;100.00;25.00;0.00;100.00;0.00;0.00;5.86;227.49;8.22;241.19;13.24;225.00;9.72
2020;01;09;08;00;7.62;35.00;1027.60;0.00;0.00;0.00;0.00;13.00;20.00;0.00;13.00;0.00;0.00;7.13;225.00;11.18;236.82;19.35;223.49;13.32
2020;01;09;09;00;7.11;34.00;1026.70;0.00;0.00;0.00;0.00;9.30;31.00;0.00;0.00;0.00;0.00;7.64;225.00;10.99;238.39;19.01;217.30;15.12
2020;01;09;10;00;6.56;37.00;1026.70;0.00;0.00;0.00;0.00;100.00;29.00;0.00;100.00;40.35;25.81;7.93;230.53;10.69;237.38;19.47;213.69;16.56
2020;01;09;11;00;7.24;50.00;1026.80;0.00;0.00;0.00;0.00;7.80;26.00;0.00;0.00;0.00;133.50;8.71;240.26;13.58;237.99;29.76;212.15;20.16
2020;01;09;12;00;9.65;46.00;1024.90;0.00;0.00;0.00;0.00;6.60;22.00;0.00;0.00;55.02;264.33;14.20;239.53;16.75;241.78;36.87;215.86;21.96
2020;01;09;13;00;11.26;36.00;1023.30;0.00;0.00;0.00;0.00;8.70;29.00;0.00;0.00;55.79;341.76;18.16;230.63;21.67;228.37;52.13;219.96;26.64
2020;01;09;14;00;11.58;36.00;1022.70;0.00;0.00;0.00;0.00;6.00;20.00;0.00;0.00;54.45;373.80;17.48;237.62;21.18;234.69;55.04;218.89;29.88
2020;01;09;15;00;12.18;35.00;1022.20;0.00;0.00;0.00;0.00;6.60;22.00;0.00;0.00;56.17;361.34;20.93;229.18;25.77;228.96;59.37;219.09;33.84
2020;01;09;16;00;12.05;38.00;1021.60;0.00;0.00;0.00;0.00;5.70;19.00;0.00;0.00;55.79;306.16;20.37;226.43;25.46;225.00;57.63;218.66;34.56
2020;01;09;17;00;11.32;44.00;1021.30;0.00;0.00;0.00;0.00;2.40;8.00;0.00;0.00;56.36;208.26;18.09;227.42;25.21;226.74;55.55;218.95;33.48
2020;01;09;18;00;9.74;51.00;1021.30;0.00;0.00;0.00;0.00;2.70;9.00;0.00;0.00;58.47;79.21;15.31;221.19;26.09;219.40;54.82;218.60;30.60
2020;01;09;19;00;7.71;58.00;1021.30;0.00;0.00;0.00;0.00;6.90;23.00;0.00;0.00;9.31;0.00;12.39;215.54;24.25;220.79;53.14;217.57;25.56
2020;01;09;20;00;6.06;65.00;1021.30;0.00;0.00;0.00;0.00;11.10;37.00;0.00;0.00;0.00;0.00;11.59;216.16;21.14;227.07;59.40;216.87;30.24
2020;01;09;21;00;5.34;66.00;1021.60;0.00;0.00;0.00;0.00;30.00;100.00;0.00;0.00;0.00;0.00;11.97;223.78;21.20;229.82;71.63;219.29;31.68
2020;01;09;22;00;5.28;61.00;1022.20;0.00;0.00;0.00;0.00;4.50;15.00;0.00;0.00;0.00;0.00;13.83;218.66;24.22;221.99;80.99;220.13;35.28
2020;01;09;23;00;5.94;55.00;1021.90;0.00;0.00;0.00;0.00;100.00;14.00;100.00;100.00;0.00;0.00;15.07;220.16;24.99;221.50;81.45;220.52;37.44
2020;01;10;00;00;6.49;49.00;1021.20;0.00;0.00;0.00;0.00;100.00;0.00;100.00;100.00;0.00;0.00;18.12;220.97;28.28;222.42;82.76;223.41;40.68
2020;01;10;01;00;6.75;49.00;1021.20;0.00;0.00;0.00;0.00;100.00;0.00;100.00;100.00;0.00;0.00;22.32;217.79;32.33;217.76;82.34;221.99;36.72
2020;01;10;02;00;6.43;51.00;1023.30;0.50;0.00;0.00;0.00;100.00;0.00;100.00;100.00;0.00;0.00;22.18;234.25;28.88;234.13;74.84;225.39;36.72
2020;01;10;03;00;6.41;62.00;1025.20;0.30;1.30;0.00;0.00;100.00;0.00;98.00;100.00;0.00;0.00;28.01;223.96;36.67;223.41;64.01;217.00;42.12
2020;01;10;04;00;5.70;74.00;1023.50;0.30;2.00;0.00;1.40;100.00;0.00;100.00;100.00;0.00;0.00;24.06;218.93;33.23;219.73;61.31;213.50;36.72
2020;01;10;05;00;5.29;77.00;1023.10;0.20;1.60;0.00;1.12;100.00;0.00;100.00;100.00;0.00;0.00;23.36;208.54;30.32;209.91;58.81;214.27;37.08
2020;01;10;06;00;5.05;78.00;1023.80;0.30;1.10;0.00;0.77;100.00;0.00;100.00;100.00;0.00;0.00;22.43;198.73;28.02;200.30;51.86;220.21;34.92
2020;01;10;07;00;4.66;76.00;1024.80;0.10;0.80;0.07;0.56;100.00;0.00;100.00;6.00;0.00;0.00;20.38;197.47;26.42;197.45;55.10;228.71;29.88
2020;01;10;08;00;4.29;79.00;1025.30;0.00;0.20;0.00;0.14;38.00;0.00;38.00;0.00;0.00;0.00;14.97;207.18;21.90;207.41;53.74;226.90;25.56
2020;01;10;09;00;4.41;79.00;1024.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;12.10;216.53;17.58;214.99;49.64;224.71;22.32
2020;01;10;10;00;4.61;79.00;1025.30;0.00;0.00;0.00;0.00;100.00;0.00;0.00;100.00;45.12;23.14;12.23;222.61;17.38;230.04;47.76;229.59;22.32
2020;01;10;11;00;7.00;71.00;1026.20;0.00;0.00;0.00;0.00;90.00;0.00;0.00;90.00;0.00;139.73;17.71;217.57;23.62;217.57;41.24;236.03;25.56
2020;01;10;12;00;7.87;70.00;1026.10;0.00;0.00;0.00;0.00;56.00;0.00;0.00;56.00;2.55;255.43;21.25;218.81;25.03;220.33;36.64;247.47;24.84
2020;01;10;13;00;8.75;69.00;1025.50;0.00;0.00;0.00;0.00;25.00;0.00;0.00;25.00;24.26;338.20;20.15;221.38;22.15;224.34;32.59;253.97;22.68
2020;01;10;14;00;9.43;67.00;1024.00;0.00;0.00;0.00;0.00;33.00;0.00;0.00;33.00;44.04;371.13;20.66;221.47;22.96;221.19;26.65;253.52;22.68
2020;01;10;15;00;9.81;68.00;1024.60;0.00;0.00;0.00;0.00;42.00;0.00;0.00;42.00;38.94;351.55;17.83;226.64;19.13;228.81;22.23;245.10;20.88
2020;01;10;16;00;9.74;67.00;1025.70;0.00;0.00;0.00;0.00;10.00;0.00;0.00;10.00;33.19;226.95;15.91;232.35;18.00;233.13;20.14;241.14;19.08
2020;01;10;17;00;9.37;68.00;1026.30;0.00;0.00;0.00;0.00;60.00;0.00;0.00;60.00;53.62;122.82;12.41;240.46;14.65;242.18;16.39;250.77;14.04
2020;01;10;18;00;8.69;69.00;1026.60;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;21.70;31.15;7.90;239.93;10.50;247.83;12.30;249.44;11.16
2020;01;10;19;00;7.88;72.00;1027.90;0.00;0.10;0.00;0.00;0.00;0.00;0.00;0.00;10.75;0.00;3.71;240.95;4.69;265.60;5.45;262.41;6.48
2020;01;10;20;00;6.86;77.00;1028.50;0.00;0.10;0.00;0.00;100.00;0.00;0.00;100.00;0.00;0.00;3.32;220.60;2.31;231.34;3.67;348.69;2.16
2020;01;10;21;00;6.34;79.00;1029.20;0.00;0.10;0.00;0.00;82.00;0.00;0.00;82.00;0.00;0.00;3.42;198.43;3.83;221.19;5.77;3.58;1.08
2020;01;10;22;00;6.33;80.00;1030.60;0.00;0.00;0.00;0.00;10.00;0.00;0.00;10.00;0.00;0.00;2.28;198.43;3.76;253.30;6.49;19.44;2.52
2020;01;10;23;00;5.66;82.00;1031.20;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;2.97;165.96;2.55;225.00;7.42;50.91;0.72
2020;01;11;00;00;5.12;83.00;1030.60;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;3.88;68.20;3.32;40.60;11.09;54.25;5.40
2020;01;11;01;00;5.82;86.00;1031.30;0.00;0.00;0.00;0.00;95.00;0.00;0.00;95.00;0.00;0.00;9.50;24.62;13.91;21.25;14.80;48.95;9.36
2020;01;11;02;00;5.67;88.00;1032.00;0.00;0.00;0.00;0.00;13.00;0.00;0.00;13.00;0.00;0.00;12.77;40.43;20.88;46.40;17.07;42.44;12.96
2020;01;11;03;00;5.62;85.00;1032.50;0.00;0.00;0.00;0.00;100.00;0.00;0.00;100.00;0.00;0.00;13.78;49.24;22.92;46.27;23.05;38.66;16.56
2020;01;11;04;00;5.30;81.00;1032.50;0.00;0.00;0.00;0.00;100.00;0.00;0.00;100.00;0.00;0.00;15.32;23.55;24.83;29.54;27.75;45.53;17.28
2020;01;11;05;00;5.58;81.00;1032.30;0.00;0.00;0.00;0.00;100.00;0.00;0.00;100.00;0.00;0.00;16.38;33.34;23.74;40.70;29.57;47.96;19.08
2020;01;11;06;00;5.75;81.00;1032.60;0.00;0.00;0.00;0.00;69.00;0.00;0.00;69.00;0.00;0.00;17.21;37.35;26.01;41.63;30.34;48.37;21.24
2020;01;11;07;00;4.66;87.00;1033.20;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;15.78;34.78;24.25;40.79;32.14;48.63;21.60
2020;01;11;08;00;4.93;85.00;1033.60;0.00;0.00;0.00;0.00;100.00;0.00;0.00;100.00;0.00;0.00;16.68;32.66;25.70;37.03;32.68;49.47;21.24
2020;01;11;09;00;4.94;86.00;1033.00;0.00;0.00;0.00;0.00;100.00;0.00;0.00;100.00;0.00;0.00;18.67;39.52;29.04;42.99;29.64;49.93;21.24
2020;01;11;10;00;5.19;83.00;1033.50;0.00;0.00;0.00;0.00;98.00;0.00;0.00;98.00;0.00;23.14;19.45;38.99;28.30;36.72;26.28;48.89;21.60
2020;01;11;11;00;5.53;81.00;1034.40;0.00;0.00;0.00;0.00;30.00;0.00;0.00;30.00;0.00;150.41;22.73;40.50;28.35;40.36;21.76;51.04;23.40
2020;01;11;12;00;6.13;77.00;1034.20;0.00;0.00;0.00;0.00;100.00;0.00;0.00;100.00;40.85;259.88;23.42;45.00;26.98;45.00;17.65;50.79;23.40
2020;01;11;13;00;6.47;73.00;1033.30;0.00;0.00;0.00;0.00;38.00;0.00;0.00;38.00;0.00;335.53;20.36;45.00;22.92;43.73;14.06;50.19;21.24
2020;01;11;14;00;6.88;73.00;1032.40;0.00;0.00;0.00;0.00;4.00;0.00;0.00;4.00;35.74;291.03;20.47;50.71;23.51;49.97;17.82;45.00;19.80
2020;01;11;15;00;7.43;70.00;1032.70;0.00;0.00;0.00;0.00;4.00;0.00;0.00;4.00;57.45;366.68;17.94;51.52;20.70;49.94;15.04;42.09;17.28
2020;01;11;16;00;7.69;68.00;1032.50;0.00;0.00;0.00;0.00;1.00;0.00;0.00;1.00;57.45;307.94;15.12;51.77;17.38;50.04;13.24;45.00;15.12
